id,fecha,bloque,nombre,categoria,petroleo_mmb,gas_mmmpc
1,2016-01-01,A-0001,A-0001-6M - Campo Abkatun,1P,22.226983,25.34667
2,2016-01-01,A-0002,A-0002-3M - Campo Acuatempa,1P,1.06997,0.91146
3,2016-01-01,A-0003,A-0003-3M - Campo Agave,1P,1.870137,3.673603
4,2016-01-01,A-0004,A-0004-5M - Campo Agua Fria,1P,20.449744,32.361166
5,2016-01-01,A-0006,A-0006-3M - Campo Aguacate,1P,0.338486,0.117697
6,2016-01-01,A-0007,A-0007-3M - Campo Ahuatepec,1P,1.398516,1.547777
7,2016-01-01,A-0008,A-0008-4M - Campo Akal,1P,768.445342,605.908259
8,2016-01-01,A-0010,A-0010-2M - Campo Alamo San Isidro,1P,0.127789,0.118754
9,2016-01-01,A-0016,A-0016-3M - Campo Angostura,1P,0.434277,0.136656
10,2016-01-01,A-0018,A-0018-2M - Campo Apertura,1P,0.90269,5.141879
11,2016-01-01,A-0019,A-0019-3M - Campo Arabe,1P,0.256541,1.215763
12,2016-01-01,A-0021,A-0021-2M - Campo Aral,1P,0.428075,2.481321
13,2016-01-01,A-0022,A-0022-3M - Campo Arcabuz,1P,4.416995,23.213162
14,2016-01-01,A-0023,A-0023-3M - Campo Arcos,1P,2.865217,20.858788
15,2016-01-01,A-0025,A-0025-2M - Campo Aris,1P,0.799652,4.158936
16,2016-01-01,A-0026,A-0026-2M - Campo Arquimia,1P,0.146067,0.975592
17,2016-01-01,A-0027,A-0027-3M - Campo Arroyo Prieto,1P,1.865991,1.397029
18,2016-01-01,A-0029,A-0029-2M - Campo Artesa,1P,9.837004,8.41273
19,2016-01-01,A-0031,A-0031-2M - Campo Atun,1P,1.856149,11.507273
20,2016-01-01,A-0032,A-0032-3M - Campo Ayatsil,1P,315.273068,35.871835
21,2016-01-01,A-0033,A-0033-2M - Campo Ayin,1P,38.764039,10.830158
22,2016-01-01,A-0034,A-0034-3M - Campo Ayocote,1P,15.651732,11.072081
23,2016-01-01,A-0035,A-0035-4M - Campo Bacab,1P,16.515947,4.509737
24,2016-01-01,A-0036,AE-0036-3M - Campo Bacal,1P,2.975911,4.496945
25,2016-01-01,A-0037,A-0037-2M - Campo Bagre,1P,3.869096,7.812338
26,2016-01-01,A-0039,A-0039-M - Campo Balam,1P,96.154645,26.064506
27,2016-01-01,A-0040,A-0040-2M - Campo Barajas,1P,0.142056,0.767375
28,2016-01-01,A-0041,A-0041-2M - Campo Barunda,1P,0.136978,0.712412
29,2016-01-01,A-0042,A-0042-3M - Campo Batab,1P,8.310015,4.475219
30,2016-01-01,A-0043,A-0043-2M - Campo Bato,1P,0.560373,2.606257
31,2016-01-01,A-0044,A-0044-3M - Campo Bayo,1P,0.486921,2.976135
32,2016-01-01,A-0045,A-0045-3M - Campo Bedel,1P,12.00815,10.036121
33,2016-01-01,A-0046,A-0046-3M - Campo Bellota,1P,43.433046,95.466669
34,2016-01-01,A-0047,A-0047-2M - Campo Blasillo,1P,9.294902,31.841932
35,2016-01-01,A-0049,A-0049-3M - Campo Bolontiku,1P,16.826285,35.275218
36,2016-01-01,A-0050,A-0050-3M - Campo Bricol,1P,14.58311,17.034212
37,2016-01-01,A-0051,A-0051-3M - Campo Brillante,1P,0.513569,0.202464
38,2016-01-01,A-0053,A-0053-3M - Campo Caan,1P,15.619356,35.797461
39,2016-01-01,A-0054,A-0054-3M - Campo Cabeza,1P,1.794499,8.442247
40,2016-01-01,A-0055,A-0055-3M - Campo Cacahuatengo,1P,1.655138,1.827494
41,2016-01-01,A-0057,A-0057-4M - Campo Cactus,1P,4.925147,9.690862
42,2016-01-01,A-0060,A-0060-3M - Campo Canon,1P,1.54732,6.945648
43,2016-01-01,A-0061,A-0061-M - Campo Caparroso-Pijije-Escuintle,1P,21.412842,39.66799
44,2016-01-01,A-0063,A-0063-M - Campo Cardenas,1P,51.889636,121.97921
45,2016-01-01,A-0064,A-0064-2M - Campo Caristay,1P,0.0,0.0
46,2016-01-01,A-0065,A-0065-2M - Campo Carpa,1P,0.834625,0.088084
47,2016-01-01,A-0067,A-0067-2M - Campo Castarrical,1P,3.565775,3.793576
48,2016-01-01,A-0068,A-0068-2M - Campo Castell,1P,0.021641,0.112553
49,2016-01-01,A-0071,A-0071-3M - Campo Cauchy,1P,26.583938,138.575195
50,2016-01-01,A-0072,A-0072-3M - Campo Caudaloso,1P,0.269847,2.185884
51,2016-01-01,A-0073,A-0073-2M - Campo Cehualaca,1P,0.014815,0.08439
52,2016-01-01,A-0074,A-0074-3M - Campo Cerro del Carbon,1P,0.319244,0.550314
53,2016-01-01,A-0075,A-0075-3M - Campo Cerro Nanchital,1P,0.603556,0.067644
54,2016-01-01,A-0077,A-0077-2M - Campo Cervelo,1P,0.198997,1.329114
55,2016-01-01,A-0078,A-0078-3M - Campo Chac,1P,12.036103,4.626119
56,2016-01-01,A-0079,A-0079-3M - Campo Chancarro,1P,2.566143,13.34633
57,2016-01-01,A-0081,A-0081-3M - Campo Chapul,1P,3.215323,14.873156
58,2016-01-01,A-0082,A-0082-2M - Campo Che,1P,2.994411,11.9414
59,2016-01-01,A-0083,A-0083-2M - Campo Chiapas-Copano,1P,15.285592,34.693376
60,2016-01-01,A-0084,A-0084-2M - Campo Chichimantla,1P,0.118467,0.039624
61,2016-01-01,A-0085,A-0085-2M - Campo Chiconcoa,1P,0.015536,0.010286
62,2016-01-01,A-0086,A-0086-2M - Campo Chilapilla,1P,0.733371,3.349398
63,2016-01-01,A-0087,A-0087-3M - Campo Chinchorro,1P,21.737037,38.01581
64,2016-01-01,A-0088,A-0088-2M - Campo Chipilin,1P,0.862533,1.12617
65,2016-01-01,A-0089,A-0089-4M - Campo Chuc,1P,49.018839,44.286402
66,2016-01-01,A-0090,A-0090-3M - Campo Chuhuk,1P,33.256961,35.202763
67,2016-01-01,A-0092,A-0092-3M - Campo Cinco Presidentes,1P,12.295639,15.451229
68,2016-01-01,A-0094,A-0094-6M - Campo Coapechaca,1P,47.514488,61.167719
69,2016-01-01,A-0095,A-0095-M - Campo Cobo,1P,3.667915,19.07657
70,2016-01-01,A-0096,A-0096-2M - Campo Cobra,1P,0.0,0.0
71,2016-01-01,A-0097,A-0097-2M - Campo Cocuite,1P,0.44845,2.571982
72,2016-01-01,A-0098,A-0098-4M - Campo Comitas,1P,8.214737,39.651945
73,2016-01-01,A-0099,A-0099-3M - Campo Comoapa,1P,3.106949,3.615137
74,2016-01-01,A-0100,A-0100-2M - Campo Copal,1P,0.091691,0.155766
75,2016-01-01,A-0101,A-0101-2M - Campo Copite,1P,1.362704,5.628968
76,2016-01-01,A-0103,A-0103-M - Campo Corralillo,1P,49.222217,67.26041
77,2016-01-01,A-0104,A-0104-M - Campo Costero,1P,57.172719,190.807138
78,2016-01-01,A-0107,A-0107-5M - Campo Coyula,1P,38.007755,43.705029
79,2016-01-01,A-0108,A-0108-2M - Campo Crater,1P,1.671735,4.834814
80,2016-01-01,A-0109,A-0109-3M - Campo Cuatro Milpas,1P,0.837511,5.067453
81,2016-01-01,A-0110,A-0110-3M - Campo Cucana,1P,0.557507,2.622006
82,2016-01-01,A-0111,A-0111-3M - Campo Cuervito,1P,0.188356,0.727931
83,2016-01-01,A-0112,A-0112-4M - Campo Cuitlahuac,1P,24.78102,125.406997
84,2016-01-01,A-0113,A-0113-3M - Campo Culebra,1P,5.562852,30.58906
85,2016-01-01,A-0114,A-0114-3M - Campo Cunduacan,1P,103.175374,200.089992
86,2016-01-01,A-0115,A-0115-3M - Campo Cupache,1P,1.131882,1.145436
87,2016-01-01,A-0116,A-0116-3M - Campo Dragon,1P,0.293723,1.391843
88,2016-01-01,A-0117,A-0117-3M - Campo Dulce,1P,0.179836,0.853857
89,2016-01-01,A-0119,A-0119-3M - Campo Eden-Jolote,1P,33.319248,55.034664
90,2016-01-01,A-0120,A-0120-M - Campo Ek,1P,102.000897,17.214183
91,2016-01-01,A-0121,A-0121 - Campo El Golpe,1P,7.527212,7.593535
92,2016-01-01,A-0122,A-0122-3M - Campo Eltreinta,1P,49.617862,124.821546
93,2016-01-01,A-0124,A-0124-2M - Campo Emu,1P,0.141307,0.724078
94,2016-01-01,A-0126,A-0126-3M - Campo Enlace,1P,0.003369,0.061267
95,2016-01-01,A-0127,A-0127-2M - Campo Escarbado,1P,0.0,0.0
96,2016-01-01,A-0128,A-0128-M - Campo Escobal,1P,25.259297,29.780703
97,2016-01-01,A-0129,A-0129-2M - Campo Espejo,1P,0.198205,1.058826
98,2016-01-01,A-0130,A-0130-3M - Campo Etkal,1P,17.013566,79.784664
99,2016-01-01,A-0132,A-0132-2M - Campo Ezequiel Ordonez,1P,0.258201,0.197329
100,2016-01-01,A-0135,A-0135-3M - Campo Fronterizo,1P,0.002493,0.010913
101,2016-01-01,A-0136,A-0136-3M - Campo Fundador,1P,5.290505,28.313925
102,2016-01-01,A-0137,A-0137-3M - Campo Galia,1P,0.067888,0.322297
103,2016-01-01,A-0138,A-0138-3M - Campo Gallo,1P,0.161593,0.17856
104,2016-01-01,A-0139,A-0139-2M - Campo Garufa,1P,0.17926,0.768771
105,2016-01-01,A-0140,A-0140-3M - Campo Gasifero,1P,33.127673,87.805615
106,2016-01-01,A-0141,A-0141-4M - Campo Gaucho,1P,0.697663,0.5245
107,2016-01-01,A-0143,A-0143-3M - Campo General,1P,0.225348,1.172019
108,2016-01-01,A-0144,A-0144-3M - Campo Giraldas,1P,43.307155,168.553898
109,2016-01-01,A-0145,A-0145-3M - Campo Guaricho,1P,16.997142,13.402533
110,2016-01-01,A-0151,A-0151-4M - Campo Homol,1P,104.939327,119.048912
111,2016-01-01,A-0152,A-0152-2M - Campo Horcon,1P,0.053775,0.052686
112,2016-01-01,A-0154,A-0154-M - Campo Hormiguero,1P,2.163001,9.075368
113,2016-01-01,A-0155,A-0155-2M - Campo Huizache,1P,0.411686,2.256113
114,2016-01-01,A-0156,A-0156-5M - Campo Huizotate,1P,0.046246,0.03308
115,2016-01-01,A-0159,A-0159-3M - Campo Iride,1P,217.824035,460.357987
116,2016-01-01,A-0160,A-0160-4M - Campo Ixtal,1P,112.605353,153.291889
117,2016-01-01,A-0161,A-0161-5M - Campo Ixtoc,1P,26.2444,15.4015
118,2016-01-01,A-0162,A-0162-3M - Campo Jacinto,1P,10.775898,22.831799
119,2016-01-01,A-0163,A-0163-3M - Campo Jaf,1P,0.0,0.0
120,2016-01-01,A-0164,A-0164-3M - Campo Jaujal,1P,0.129249,0.969874
121,2016-01-01,A-0165,A-0165-3M - Campo Jiliapa,1P,0.776518,0.634362
122,2016-01-01,A-0166,A-0166-2M - Campo Jose Colomo,1P,1.619477,7.304713
123,2016-01-01,A-0168,A-0168-4M - Campo Jujo-Tecominoacan,1P,388.815435,807.480921
124,2016-01-01,A-0169,A-0169-3M - Campo Juspi,1P,1.168635,3.060639
125,2016-01-01,A-0170,A-0170-3M - Campo Kab,1P,52.150182,58.915288
126,2016-01-01,A-0171,A-0171-2M - Campo Kabuki,1P,2.299958,12.182505
127,2016-01-01,A-0172,A-0172-3M - Campo Kambesah,1P,47.23255,21.1718
128,2016-01-01,A-0174,A-0174-3M - Campo Kanaab,1P,10.801746,7.657335
129,2016-01-01,A-0176,A-0176-3M - Campo Kax,1P,41.669963,56.248379
130,2016-01-01,A-0179,A-0179-2M - Campo Kibo,1P,0.043392,0.22568
131,2016-01-01,A-0182,A-0182-3M - Campo Kripton,1P,1.477709,7.018006
132,2016-01-01,A-0183,A-0183-5M - Campo Ku,1P,326.853546,273.341169
133,2016-01-01,A-0184,A-0184-3M - Campo Kuil,1P,118.781434,134.27167
134,2016-01-01,A-0186,A-0186-3M - Campo Kutz,1P,4.217544,1.665982
135,2016-01-01,A-0187,AE-0187-3M - Campo Lacamango,1P,3.369421,2.008875
136,2016-01-01,A-0188,A-0188-3M - Campo Lakach,1P,93.799502,518.655022
137,2016-01-01,A-0189,A-0189-2M - Campo Lankahuasa,1P,0.088721,0.490826
138,2016-01-01,A-0193,A-0193-3M - Campo Lizamba,1P,3.726993,19.518777
139,2016-01-01,A-0194,A-0194-3M - Campo Lomitas,1P,0.858202,5.557908
140,2016-01-01,A-0195,A-0195-4M - Campo Los Soldados,1P,15.111896,27.871959
141,2016-01-01,A-0196,A-0196-3M - Campo Lum,1P,24.794906,4.987893
142,2016-01-01,A-0197,A-0197-M - Campo Luna-Palapa,1P,2.213507,5.410076
143,2016-01-01,A-0198,A-0198-2M - Campo Macuile,1P,0.385495,2.234508
144,2016-01-01,A-0199,A-0199-2M - Campo Madera,1P,0.014075,0.10689
145,2016-01-01,A-0200,A-0200-2M - Campo Maderaceo,1P,0.029469,0.153265
146,2016-01-01,A-0201,A-0201-4M - Campo Madrefil,1P,31.03856,32.862383
147,2016-01-01,A-0203,A-0203-4M - Campo Maloob,1P,1657.201638,862.395637
148,2016-01-01,A-0205,A-0205-4M - Campo Manik,1P,12.304266,8.190048
149,2016-01-01,A-0206,A-0206-2M - Campo Marsopa,1P,0.142109,0.036159
150,2016-01-01,A-0208,A-0208-3M - Campo Mata Pionche,1P,1.064445,4.441373
151,2016-01-01,A-0210,A-0210-4M - Campo May,1P,44.072178,161.407096
152,2016-01-01,A-0211,A-0211-3M - Campo Mecayucan,1P,1.075883,4.59914
153,2016-01-01,A-0215,A-0215-2M - Campo Mesa Cerrada,1P,0.138923,0.193294
154,2016-01-01,A-0216,A-0216-3M - Campo Miahuapan,1P,0.0,0.0
155,2016-01-01,A-0217,A-0217-3M - Campo Miquetla,1P,2.44565,2.919616
156,2016-01-01,A-0218,A-0218-2M - Campo Miralejos,1P,0.256974,1.482543
157,2016-01-01,A-0223,A-0223-3M - Campo Mojarrenas,1P,2.032765,10.471049
158,2016-01-01,A-0225,A-0225-3M - Campo Monterrey,1P,0.549721,2.537652
159,2016-01-01,A-0226,A-0226-M - Campo Mora,1P,40.027854,92.053098
160,2016-01-01,A-0227,A-0227-3M - Campo Moralillo,1P,0.204585,0.165657
161,2016-01-01,A-0228,A-0228-3M - Campo Mozutla,1P,0.399571,0.220127
162,2016-01-01,A-0229,A-0229-2M - Campo Muro,1P,0.140243,0.074002
163,2016-01-01,A-0230,A-0230-2M - Campo Muspac,1P,2.68957,8.212481
164,2016-01-01,A-0232,A-0232-M - Campo Narvaez,1P,2.883578,15.257685
165,2016-01-01,A-0233,A-0233-2M - Campo Navegante,1P,0.0,0.0
166,2016-01-01,A-0234,A-0234-2M - Campo Nejo,1P,19.064657,89.646558
167,2016-01-01,A-0235,AE-0235-3M - Campo Nelash,1P,7.99912,10.927707
168,2016-01-01,A-0236,A-0236-4M - Campo Nispero,1P,6.024951,8.023418
169,2016-01-01,A-0237,A-0237-3M - Campo Nohoch,1P,17.041137,5.869256
170,2016-01-01,A-0239,A-0239-2M - Campo Nuevo Progreso,1P,0.196347,0.173935
171,2016-01-01,A-0240,A-0240-2M - Campo Oasis,1P,0.020915,0.09931
172,2016-01-01,A-0241,A-0241-2M - Campo Obertura,1P,0.326914,1.700257
173,2016-01-01,A-0242,A-0242-3M - Campo Och,1P,10.203359,11.694117
174,2016-01-01,A-0243,A-0243-2M - Campo Ocotepec,1P,0.248516,0.104584
175,2016-01-01,A-0244,A-0244-M - Campo Ogarrio,1P,41.664355,71.106739
176,2016-01-01,A-0245,A-0245-4M - Campo Onel,1P,147.169774,161.572592
177,2016-01-01,A-0247,A-0247-2M - Campo Orozco,1P,0.000835,0.003966
178,2016-01-01,A-0249,A-0249-3M - Campo Oxiacaque,1P,52.126853,140.535408
179,2016-01-01,A-0250,A-0250-3M - Campo Pache,1P,2.807739,3.290525
180,2016-01-01,A-0252,A-0252-2M - Campo Palangre,1P,2.610423,2.628659
181,2016-01-01,A-0254,A-0254-3M - Campo Palmito,1P,4.215223,23.083646
182,2016-01-01,A-0255,A-0255-2M - Campo Palo Blanco,1P,1.211049,1.339397
183,2016-01-01,A-0259,A-0259-M - Campo Pandura,1P,1.146285,6.220102
184,2016-01-01,A-0261,A-0261-2M - Campo Papan,1P,5.613179,32.53655
185,2016-01-01,A-0262,A-0262-2M - Campo Papantla,1P,0.272075,0.340766
186,2016-01-01,A-0263,A-0263-4M - Campo Paredon,1P,10.863302,17.986307
187,2016-01-01,A-0264,A-0264-4M - Campo Pareto,1P,5.739902,11.55247
188,2016-01-01,A-0265,A-0265-3M - Campo Pascualito,1P,0.146261,0.694467
189,2016-01-01,A-0267,A-0267 - Campo Patlache,1P,0.291218,1.381165
190,2016-01-01,A-0269,A-0269-3M - Campo Perdiz,1P,3.852769,3.794346
191,2016-01-01,A-0270,A-0270-2M - Campo Pesero,1P,0.794794,3.696529
192,2016-01-01,A-0275,A-0275-3M - Campo Platanal,1P,7.104181,8.254481
193,2016-01-01,A-0278,A-0278-3M - Campo Pol,1P,6.519861,8.988091
194,2016-01-01,A-0280,A-0280-5M - Campo Poza Rica,1P,26.692605,32.720847
195,2016-01-01,A-0282,A-0282-3M - Campo Puerto Ceiba,1P,47.559178,26.226675
196,2016-01-01,A-0284,A-0284-4M - Campo Rabasa,1P,29.783464,31.39138
197,2016-01-01,A-0285,A-0285-3M - Campo Rabel,1P,1.741885,9.059422
198,2016-01-01,A-0286,A-0286-3M - Campo Rancho Nuevo,1P,1.185591,0.603516
199,2016-01-01,A-0287,A-0287-2M - Campo Rasha,1P,0.548484,2.852625
200,2016-01-01,A-0288,A-0288-2M - Campo Reynosa,1P,0.032216,0.307131
201,2016-01-01,A-0290,A-0290-2M - Campo Rincon Pacheco,1P,0.08511,0.523384
202,2016-01-01,A-0291,A-0291-2M - Campo Rio Nuevo,1P,1.24516,2.252774
203,2016-01-01,A-0292,A-0292-3M - Campo Rodador,1P,6.600216,6.867999
204,2016-01-01,A-0293,A-0293-2M - Campo Romarik,1P,0.0,0.0
205,2016-01-01,A-0294,A-0294-2M - Campo Rosenblu,1P,0.0,0.0
206,2016-01-01,A-0296,A-0296-3M - Campo Samaria,1P,223.258399,209.386549
207,2016-01-01,A-0298,A-0298-3M - Campo San Diego Chiconcillo,1P,0.037675,0.0616
208,2016-01-01,A-0299,A-0299-3M - Campo San Pablo,1P,0.14788,0.769113
209,2016-01-01,A-0300,A-0300-2M - Campo San Ramon,1P,17.609228,13.663223
210,2016-01-01,A-0301,A-0301-3M - Campo Santa Agueda,1P,2.260033,1.107865
211,2016-01-01,A-0302,A-0302-3M - Campo Santa Anita,1P,1.447772,6.807841
212,2016-01-01,A-0303,A-0303-3M - Campo Santa Rosalia,1P,1.67113,10.389431
213,2016-01-01,A-0305,A-0305-3M - Campo Sen,1P,43.454087,76.599337
214,2016-01-01,A-0306,A-0306-2M - Campo Shishito,1P,6.697466,2.679004
215,2016-01-01,A-0308,A-0308-4M - Campo Sihil,1P,62.651229,23.422893
216,2016-01-01,A-0309,A-0309-3M - Campo Sinan,1P,31.677922,70.850682
217,2016-01-01,A-0310,A-0310-3M - Campo Sini,1P,16.710747,25.801413
218,2016-01-01,A-0311,A-0311-2M - Campo Sitio,1P,0.0,0.0
219,2016-01-01,A-0312,A-0312-3M - Campo Sitio Grande,1P,1.390239,6.490113
220,2016-01-01,A-0313,A-0313-2M - Campo Soledad,1P,4.2e-05,0.000113
221,2016-01-01,A-0315,A-0315-2M - Campo Solis Tierra Amarilla,1P,0.104569,0.054679
222,2016-01-01,A-0316,A-0316-3M - Campo Sultan,1P,0.490313,4.2388
223,2016-01-01,A-0317,A-0317-3M - Campo Sunuapa,1P,16.682163,70.57269
224,2016-01-01,A-0319,A-0319-3M - Campo Sur Chinampa Norte de Amatlan,1P,3.964156,2.206114
225,2016-01-01,A-0320,A-0320-3M - Campo Sur de Amatlan,1P,0.138604,0.049907
226,2016-01-01,A-0321,A-0321-M - Campo Tajin,1P,79.496668,107.270405
227,2016-01-01,A-0322,A-0322-3M - Campo Takin,1P,12.183936,1.88315
228,2016-01-01,A-0323,A-0323-3M - Campo Tamaulipas Constituciones,1P,59.340847,39.627645
229,2016-01-01,A-0324,A-0324-3M - Campo Taratunich,1P,15.873174,31.95283
230,2016-01-01,A-0327,A-0327-2M - Campo Tekel,1P,60.34747,6.555694
231,2016-01-01,A-0329,A-0329-4M - Campo Teotleco,1P,19.282126,42.529388
232,2016-01-01,A-0330,A-0330-3M - Campo Tepetate Norte Chinampa,1P,0.502676,0.282119
233,2016-01-01,A-0331,A-0331-2M - Campo Tepetitan,1P,2.210415,11.496216
234,2016-01-01,A-0332,A-0332-5M - Campo Terra,1P,54.341736,93.719384
235,2016-01-01,A-0333,A-0333 - Campo Terregal,1P,0.061986,0.294402
236,2016-01-01,A-0335,A-0335-3M - Campo Tigrillo,1P,0.551302,3.043717
237,2016-01-01,A-0336,A-0336-2M - Campo Tihuatlan,1P,0.035307,0.007774
238,2016-01-01,A-0338,A-0338-5M - Campo Tintal,1P,14.040121,3.489923
239,2016-01-01,A-0339,AE-0339-3M - Campo Tiumut,1P,1.60744,2.371026
240,2016-01-01,A-0340,A-0340-3M - Campo Tizon,1P,48.920316,115.654205
241,2016-01-01,A-0342,A-0342-4M - Campo Tokal,1P,4.465107,3.251617
242,2016-01-01,A-0345,A-0345-3M - Campo Topo,1P,7.258655,33.348557
243,2016-01-01,A-0346,A-0346-3M - Campo Torrecillas,1P,1.189574,9.721121
244,2016-01-01,A-0347,A-0347-3M - Campo Toteco Cerro Azul,1P,2.304501,1.270717
245,2016-01-01,A-0349,A-0349-2M - Campo Tres Hermanos,1P,2.882543,12.408042
246,2016-01-01,A-0352,A-0352-4M - Campo Tsimin,1P,274.0075,833.93233
247,2016-01-01,A-0354,A-0354-3M - Campo Tumut,1P,4.340275,4.458583
248,2016-01-01,A-0356,A-0356-3M - Campo Tupilco,1P,21.517021,12.367787
249,2016-01-01,A-0358,A-0358-3M - Campo Uech,1P,15.115548,21.559076
250,2016-01-01,A-0359,A-0359-M - Campo Usumacinta,1P,1.769273,9.201863
251,2016-01-01,A-0361,A-0361-2M - Campo Utsil,1P,27.537952,2.809912
252,2016-01-01,A-0365,A-0365-3M - Campo Velero,1P,1.748215,13.245577
253,2016-01-01,A-0366,A-0366-3M - Campo Viboritas,1P,0.167487,1.511838
254,2016-01-01,A-0367,A-0367-2M - Campo Vistoso,1P,0.16175,0.941856
255,2016-01-01,A-0369,A-0369-4M - Campo Xanab,1P,163.336928,102.098321
256,2016-01-01,A-0370,A-0370-2M - Campo Xocotla,1P,0.019753,0.006427
257,2016-01-01,A-0371,A-0371-4M - Campo Xux,1P,211.712902,545.052525
258,2016-01-01,A-0372,A-0372-3M - Campo Yagual,1P,17.829434,26.232139
259,2016-01-01,A-0373,A-0373-4M - Campo Yaxche,1P,51.178214,27.73142
260,2016-01-01,A-0374,A-0374-3M - Campo Yum,1P,0.468032,0.84007
261,2016-01-01,A-0375,A-0375-4M - Campo Zaap,1P,887.095349,464.649948
262,2016-01-01,A-0376,A-0376-2M - Campo Zacamixtle,1P,0.021316,0.009314
263,2016-01-01,A-0379,A-0379-M - Campo Zapotalillo,1P,0.029471,0.022286
264,2016-01-01,A-0381,AE-0381-6M - Pitepec,1P,2.445734,2.670412
265,2016-01-01,A-0382,AE-0382-6M - Amatitlan,1P,7.447336,8.214104
266,2016-01-01,A-0383,A-0383-2M - Cuervito,1P,53.348235,217.209671
267,2016-01-01,A-0384,A-0384-2M - Carrizo,1P,0.0,0.0
268,2016-01-01,A-0385,AE-0385-6M - Soledad,1P,14.297599,17.411333
269,2016-01-01,A-0386,AE-0386-6M - Miahuapan,1P,0.139196,0.173905
270,2016-01-01,A-0387,AE-0387-6M - Humapa,1P,40.521697,46.482717
271,2016-01-01,A-0388,AE-0388-2M - Miquetla,1P,14.845797,18.896237
272,2016-01-01,A-0389,AE-0389-2M - Altamira,1P,5.957261,0.257709
273,2016-01-01,A-0390,AE-0390-2M - Arenque,1P,47.968604,82.721942
274,2016-01-01,A-0391,AE-0391-M - Ebano,1P,33.79224,3.121283
275,2016-01-01,A-0392,AE-0392-2M - Panuco,1P,9.250532,2.195029
276,2016-01-01,A-0393,A-0393-2M - San Andres,1P,9.716603,15.680604
277,2016-01-01,A-0394,AE-0394-3M - Tierra Blanca,1P,1.353884,0.869735
278,2016-01-01,A-0395,AE-0395-3M - Magallanes-Tucan-Pajonal,1P,18.499274,24.845734
279,2016-01-01,A-0396,A-0396 - Santuario,1P,109.577913,51.358607
280,2016-01-01,A-0398,AE-0398-M - Mision,1P,31.145653,147.423815
281,2016-01-01,A-0399,A-0399-2M - Monclova,1P,1.382798,7.951513
282,2016-01-01,A-0400,A-0400-M - Olmos,1P,0.450668,2.286448
283,2016-01-01,A-0401,A-0401-2M - Pirineo,1P,3.474188,20.989466
284,2016-01-01,AE-0004,AE-0004-6M - Amoca-Yaxche - 02,1P,20.349266,5.216724
285,2016-01-01,AE-0006,AE-0006-11M - Amoca-Yaxche - 04,1P,44.895992,25.8
286,2016-01-01,AE-0008,AE-0008-6M - Amoca-Yaxche - 06,1P,11.122525,6.2
287,2016-01-01,AE-0020,AE-0020-4M - Okom - 03,1P,12.17269,11.792804
288,2016-01-01,AE-0021,AE-0021-3M - Okom - 04,1P,16.526209,25.548598
289,2016-01-01,AE-0024,AE-0024-4M - Okom - 07,1P,7.570326,4.977968
290,2016-01-01,AE-0027,AE-0027-2M - Xulum-Ayin - 02,1P,7.112858,1.125539
291,2016-01-01,AE-0051,AE-0051-6M - Mezcalapa - 01,1P,0.0,0.0
292,2016-01-01,AE-0092,AE-0092 - Cinturon Subsalino - 10,1P,0.0,0.0
293,2016-01-01,AE-0093,AE-0093 - Cinturon Subsalino - 11,1P,0.0,0.0
294,2016-01-01,AR-0005,AR-0005-3M - Campo Agua Nacida,1P,1.269939,1.378713
295,2016-01-01,AR-0014,AR-0014-M - Campo Amatitlan,1P,0.975954,1.078429
296,2016-01-01,AR-0106,A-0106-3M - Campo Coyotes,1P,36.772171,40.679591
297,2016-01-01,AR-0266,AR-0266-M - Campo Pastoria,1P,2.741613,3.066868
298,2016-01-01,AR-0404,AR-0404-3M - Campo Ayapa,1P,0.441391,0.375571
299,2016-01-01,AR-0406,AR-0406 - Campo Barcodon,1P,0.227139,0.047002
300,2016-01-01,AR-0407,AR-0407 - Campo Benavides,1P,1.111606,6.3983
301,2016-01-01,AR-0408,AR-0408 - Campo Cafeto,1P,0.225022,0.322907
302,2016-01-01,AR-0409,AR-0409 - Campo Calibrador,1P,0.425137,2.211106
303,2016-01-01,AR-0410,AR-0410 - Campo Calicanto,1P,0.133683,0.263267
304,2016-01-01,AR-0412,AR-0412 - Campo Carretas,1P,0.833661,3.941356
305,2016-01-01,AR-0413,AR-0413 - Campo Catedral,1P,0.272043,0.973305
306,2016-01-01,AR-0415,AR-0415 - Campo Corindon,1P,2.520644,13.293681
307,2016-01-01,AR-0416,AR-0416-2M - Campo Coyol,1P,11.254366,12.796939
308,2016-01-01,AR-0417,AR-0417 - Campo Cuichapa-Poniente,1P,0.453514,0.617997
309,2016-01-01,AR-0418,AR-0418 - Campo Duna,1P,2.206599,12.097817
310,2016-01-01,AR-0419,AR-0419 - Campo Fortuna Nacional,1P,0.002636,0.010519
311,2016-01-01,AR-0420,AR-0420-3M - Campo Furbero,1P,114.562285,137.703701
312,2016-01-01,AR-0421,AR-0421 - Campo Gran Morelos,1P,0.000284,6.8e-05
313,2016-01-01,AR-0423,AR-0423 - Campo Gutierrez Zamora,1P,0.030747,0.010847
314,2016-01-01,AR-0424,AR-0424 - Campo Hallazgo,1P,0.551104,1.626098
315,2016-01-01,AR-0426,AR-0426-3M - Campo Humapa,1P,33.757103,39.7158
316,2016-01-01,AR-0428,AR-0428-2M - Campo Iris,1P,0.945069,2.926658
317,2016-01-01,AR-0432,AR-0432 - Campo La Laja,1P,0.000107,4.3e-05
