bloque,nombre,regimen,estatus,plan_o_programa,periodo_de_asignacion,ano,actividad,unidad,planeado,ejercido
A-0143,A-0143-3M - Campo General,Asignacion,Vigente,Extraccion,nan,2028,INVERSION,MMUSD,,
A-0143,A-0143-3M - Campo General,Asignacion,Vigente,Extraccion,nan,2029,GASTOS OPERACION,MMUSD,0.187049,
A-0143,A-0143-3M - Campo General,Asignacion,Vigente,Extraccion,nan,2029,INVERSION,MMUSD,,
A-0143,A-0143-3M - Campo General,Asignacion,Vigente,Extraccion,nan,2030,GASTOS OPERACION,MMUSD,,
A-0143,A-0143-3M - Campo General,Asignacion,Vigente,Extraccion,nan,2030,INVERSION,MMUSD,,
A-0143,A-0143-3M - Campo General,Asignacion,Vigente,Extraccion,nan,2031,GASTOS OPERACION,MMUSD,,
A-0143,A-0143-3M - Campo General,Asignacion,Vigente,Extraccion,nan,2031,INVERSION,MMUSD,,
A-0143,A-0143-3M - Campo General,Asignacion,Vigente,Extraccion,nan,2032,GASTOS OPERACION,MMUSD,,
A-0143,A-0143-3M - Campo General,Asignacion,Vigente,Extraccion,nan,2032,INVERSION,MMUSD,,
A-0143,A-0143-3M - Campo General,Asignacion,Vigente,Extraccion,nan,2033,GASTOS OPERACION,MMUSD,,
A-0143,A-0143-3M - Campo General,Asignacion,Vigente,Extraccion,nan,2033,INVERSION,MMUSD,,
A-0143,A-0143-3M - Campo General,Asignacion,Vigente,Extraccion,nan,2034,GASTOS OPERACION,MMUSD,,
A-0143,A-0143-3M - Campo General,Asignacion,Vigente,Extraccion,nan,2034,INVERSION,MMUSD,,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2015,GASTOS OPERACION,MMUSD,26.093311,11.177645
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2015,INVERSION,MMUSD,53.308915,1.403321
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2016,GASTOS OPERACION,MMUSD,41.244266,17.780968
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2016,INVERSION,MMUSD,41.244266,2.929109
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2017,GASTOS OPERACION,MMUSD,27.215604,14.529606
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2017,INVERSION,MMUSD,28.899043,7.27318
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2018,GASTOS OPERACION,MMUSD,23.381103,16.227078
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2018,INVERSION,MMUSD,19.07898,6.215148
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2019,GASTOS OPERACION,MMUSD,21.042993,16.35049
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2019,INVERSION,MMUSD,14.028662,4.276277
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2020,GASTOS OPERACION,MMUSD,18.891931,11.437636
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2020,INVERSION,MMUSD,18.424309,3.436315
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2021,GASTOS OPERACION,MMUSD,22.051186,4.849368
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2021,INVERSION,MMUSD,12.906369,10.354454
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2022,GASTOS OPERACION,MMUSD,15.525052,4.787394
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2022,INVERSION,MMUSD,12.71932,14.117951
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2023,GASTOS OPERACION,MMUSD,14.028662,9.547701
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2023,INVERSION,MMUSD,10.848832,24.3136
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2024,GASTOS OPERACION,MMUSD,12.064649,6.730159
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2024,INVERSION,MMUSD,8.978344,36.293796
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2025,GASTOS OPERACION,MMUSD,10.848832,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2025,INVERSION,MMUSD,13.935137,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2026,GASTOS OPERACION,MMUSD,9.820063,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2026,INVERSION,MMUSD,8.323673,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2027,GASTOS OPERACION,MMUSD,7.669002,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2027,INVERSION,MMUSD,1.215817,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2028,GASTOS OPERACION,MMUSD,6.266136,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2028,INVERSION,MMUSD,0.280573,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2029,GASTOS OPERACION,MMUSD,4.115074,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2029,INVERSION,MMUSD,0.187049,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2030,GASTOS OPERACION,MMUSD,3.086306,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2030,INVERSION,MMUSD,1.309342,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2031,GASTOS OPERACION,MMUSD,1.964013,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2031,INVERSION,MMUSD,,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2032,GASTOS OPERACION,MMUSD,1.776964,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2032,INVERSION,MMUSD,,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2033,GASTOS OPERACION,MMUSD,,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2033,INVERSION,MMUSD,,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2034,GASTOS OPERACION,MMUSD,,
A-0144,A-0144-3M - Campo Giraldas,Asignacion,Vigente,Extraccion,nan,2034,INVERSION,MMUSD,,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2015,GASTOS OPERACION,MMUSD,19.640126,12.188547
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2015,INVERSION,MMUSD,45.546389,82.566397
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2016,GASTOS OPERACION,MMUSD,16.74087,16.824876
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2016,INVERSION,MMUSD,16.74087,39.565505
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2017,GASTOS OPERACION,MMUSD,13.841613,4.969906
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2017,INVERSION,MMUSD,2.244586,11.004323
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2018,GASTOS OPERACION,MMUSD,8.884186,1.654804
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2018,INVERSION,MMUSD,20.811418,12.817491
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2019,GASTOS OPERACION,MMUSD,8.66961,1.641378
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2019,INVERSION,MMUSD,20.64829,20.265047
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2020,GASTOS OPERACION,MMUSD,6.576698,3.078927
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2020,INVERSION,MMUSD,15.403825,36.849808
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2021,GASTOS OPERACION,MMUSD,5.626547,3.153433
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2021,INVERSION,MMUSD,14.399579,22.605209
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2022,GASTOS OPERACION,MMUSD,5.281409,4.846296
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2022,INVERSION,MMUSD,7.715732,22.316681
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2023,GASTOS OPERACION,MMUSD,6.306682,11.390789
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2023,INVERSION,MMUSD,6.765379,26.87995
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2024,GASTOS OPERACION,MMUSD,2.735525,7.129401
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2024,INVERSION,MMUSD,12.519518,26.801826
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2025,GASTOS OPERACION,MMUSD,3.673989,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2025,INVERSION,MMUSD,12.569436,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2026,GASTOS OPERACION,MMUSD,3.074969,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2026,INVERSION,MMUSD,6.269742,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2027,GASTOS OPERACION,MMUSD,2.555819,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2027,INVERSION,MMUSD,4.512617,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2028,GASTOS OPERACION,MMUSD,1.79706,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2028,INVERSION,MMUSD,4.712291,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2029,GASTOS OPERACION,MMUSD,1.946815,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2029,INVERSION,MMUSD,3.474316,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2030,GASTOS OPERACION,MMUSD,1.507534,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2030,INVERSION,MMUSD,4.153205,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2031,GASTOS OPERACION,MMUSD,1.317844,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2031,INVERSION,MMUSD,2.386096,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2032,GASTOS OPERACION,MMUSD,0.678889,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2032,INVERSION,MMUSD,2.126521,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2033,GASTOS OPERACION,MMUSD,0.359412,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2033,INVERSION,MMUSD,2.036668,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2034,GASTOS OPERACION,MMUSD,0.149755,
A-0145,A-0145-3M - Campo Guaricho,Asignacion,Vigente,Extraccion,nan,2034,INVERSION,MMUSD,9.526728,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2015,GASTOS OPERACION,MMUSD,35.81985,30.501368
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2015,INVERSION,MMUSD,248.774936,58.820555
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2016,GASTOS OPERACION,MMUSD,242.228227,25.190598
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2016,INVERSION,MMUSD,242.228227,98.553818
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2017,GASTOS OPERACION,MMUSD,6.827282,51.625896
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2017,INVERSION,MMUSD,157.869207,215.7673
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2018,GASTOS OPERACION,MMUSD,4.582696,39.425638
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2018,INVERSION,MMUSD,132.430567,176.625288
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2019,GASTOS OPERACION,MMUSD,95.933279,96.283414
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2019,INVERSION,MMUSD,40.629206,113.232352
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2020,GASTOS OPERACION,MMUSD,40.183509,173.696353
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2020,INVERSION,MMUSD,73.731264,80.638384
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2021,GASTOS OPERACION,MMUSD,12.353785,22.250784
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2021,INVERSION,MMUSD,30.090729,72.467156
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2022,GASTOS OPERACION,MMUSD,7.396073,18.425851
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2022,INVERSION,MMUSD,165.88985,85.797184
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2023,GASTOS OPERACION,MMUSD,6.709595,15.786042
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2023,INVERSION,MMUSD,22.084498,64.798142
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2024,GASTOS OPERACION,MMUSD,14.42212,10.871553
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2024,INVERSION,MMUSD,157.94127,12.716418
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2025,GASTOS OPERACION,MMUSD,20.419636,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2025,INVERSION,MMUSD,26.597679,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2026,GASTOS OPERACION,MMUSD,16.758945,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2026,INVERSION,MMUSD,9.297152,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2027,GASTOS OPERACION,MMUSD,14.111212,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2027,INVERSION,MMUSD,12.235735,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2028,GASTOS OPERACION,MMUSD,11.754329,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2028,INVERSION,MMUSD,6.850006,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2029,GASTOS OPERACION,MMUSD,9.848763,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2029,INVERSION,MMUSD,12.677023,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2030,GASTOS OPERACION,MMUSD,8.615161,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2030,INVERSION,MMUSD,4.984557,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2031,GASTOS OPERACION,MMUSD,7.411646,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2031,INVERSION,MMUSD,5.716696,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2032,GASTOS OPERACION,MMUSD,6.3686,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2032,INVERSION,MMUSD,4.122038,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2033,GASTOS OPERACION,MMUSD,5.445905,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2033,INVERSION,MMUSD,7.481851,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2034,GASTOS OPERACION,MMUSD,4.673649,
A-0151,A-0151-4M - Campo Homol,Asignacion,Vigente,Extraccion,nan,2034,INVERSION,MMUSD,84.44196,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2015,GASTOS OPERACION,MMUSD,0.280573,0.685725
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2015,INVERSION,MMUSD,0.374098,0.040943
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2016,GASTOS OPERACION,MMUSD,0.467622,0.598645
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2016,INVERSION,MMUSD,0.467622,0.131918
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2017,GASTOS OPERACION,MMUSD,0.187049,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2017,INVERSION,MMUSD,0.280573,0.161415
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2018,GASTOS OPERACION,MMUSD,0.187049,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2018,INVERSION,MMUSD,0.561146,0.154867
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2019,GASTOS OPERACION,MMUSD,0.093524,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2019,INVERSION,MMUSD,0.187049,0.280357
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2020,GASTOS OPERACION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2020,INVERSION,MMUSD,0.093524,0.337779
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2021,GASTOS OPERACION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2021,INVERSION,MMUSD,0.187049,0.504404
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2022,GASTOS OPERACION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2022,INVERSION,MMUSD,0.187049,0.467906
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2023,GASTOS OPERACION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2023,INVERSION,MMUSD,,0.454374
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2024,GASTOS OPERACION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2024,INVERSION,MMUSD,,0.280143
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2025,GASTOS OPERACION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2025,INVERSION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2026,GASTOS OPERACION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2026,INVERSION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2027,GASTOS OPERACION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2027,INVERSION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2028,GASTOS OPERACION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2028,INVERSION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2029,GASTOS OPERACION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2029,INVERSION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2030,GASTOS OPERACION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2030,INVERSION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2031,GASTOS OPERACION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2031,INVERSION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2032,GASTOS OPERACION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2032,INVERSION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2033,GASTOS OPERACION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2033,INVERSION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2034,GASTOS OPERACION,MMUSD,,
A-0152,A-0152-2M - Campo Horcon,Asignacion,Vigente,Extraccion,nan,2034,INVERSION,MMUSD,,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2015,GASTOS OPERACION,MMUSD,1.683439,0.168425
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2015,INVERSION,MMUSD,6.35966,1.777004
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2016,GASTOS OPERACION,MMUSD,5.798514,0.10369
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2016,INVERSION,MMUSD,5.798514,0.000257
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2017,GASTOS OPERACION,MMUSD,3.740976,0.373826
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2017,INVERSION,MMUSD,1.122293,0.117645
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2018,GASTOS OPERACION,MMUSD,2.992781,0.194843
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2018,INVERSION,MMUSD,0.280573,0.011353
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2019,GASTOS OPERACION,MMUSD,2.525159,0.12824
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2019,INVERSION,MMUSD,0.561146,0.119583
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2020,GASTOS OPERACION,MMUSD,2.057537,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2020,INVERSION,MMUSD,0.935244,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2021,GASTOS OPERACION,MMUSD,2.168969,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2021,INVERSION,MMUSD,0.187049,0.009245
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2022,GASTOS OPERACION,MMUSD,1.309342,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2022,INVERSION,MMUSD,0.187049,0.007705
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2023,GASTOS OPERACION,MMUSD,0.935244,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2023,INVERSION,MMUSD,0.374098,0.003447
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2024,GASTOS OPERACION,MMUSD,0.561146,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2024,INVERSION,MMUSD,0.187049,2.074248
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2025,GASTOS OPERACION,MMUSD,0.374098,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2025,INVERSION,MMUSD,0.093524,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2026,GASTOS OPERACION,MMUSD,0.280573,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2026,INVERSION,MMUSD,0.093524,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2027,GASTOS OPERACION,MMUSD,0.187049,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2027,INVERSION,MMUSD,,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2028,GASTOS OPERACION,MMUSD,0.187049,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2028,INVERSION,MMUSD,,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2029,GASTOS OPERACION,MMUSD,0.187049,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2029,INVERSION,MMUSD,,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2030,GASTOS OPERACION,MMUSD,0.093524,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2030,INVERSION,MMUSD,,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2031,GASTOS OPERACION,MMUSD,0.093524,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2031,INVERSION,MMUSD,,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2032,GASTOS OPERACION,MMUSD,,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2032,INVERSION,MMUSD,,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2033,GASTOS OPERACION,MMUSD,,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2033,INVERSION,MMUSD,,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2034,GASTOS OPERACION,MMUSD,,
A-0154,A-0154-M - Campo Hormiguero,Asignacion,Vigente,Extraccion,nan,2034,INVERSION,MMUSD,,
