bloque,nombre,regimen,estatus,plan_o_programa,periodo_de_asignacion,ano,actividad,unidad,planeado,ejercido
AE-0015,AE-0015-2M - Pilar de Akal-Kayab - 06,Asignacion,No vigente,Exploracion,Primer Adicional,2019,INVERSION,MMUSD,,
AE-0016,AE-0016-2M - Tomon - 01,Asignacion,No vigente,Exploracion,Inicial,2015,INVERSION,MMUSD,,
AE-0016,AE-0016-2M - Tomon - 01,Asignacion,No vigente,Exploracion,Inicial,2016,INVERSION,MMUSD,,
AE-0016,AE-0016-2M - Tomon - 01,Asignacion,No vigente,Exploracion,Inicial,2017,INVERSION,MMUSD,,
AE-0016,AE-0016-2M - Tomon - 01,Asignacion,No vigente,Exploracion,Primer Adicional,2018,INVERSION,MMUSD,,
AE-0016,AE-0016-2M - Tomon - 01,Asignacion,No vigente,Exploracion,Primer Adicional,2019,INVERSION,MMUSD,,
AE-0017,AE-0017-2M - Tomon - 02,Asignacion,No vigente,Exploracion,Inicial,2015,INVERSION,MMUSD,,
AE-0017,AE-0017-2M - Tomon - 02,Asignacion,No vigente,Exploracion,Inicial,2016,INVERSION,MMUSD,,
AE-0017,AE-0017-2M - Tomon - 02,Asignacion,No vigente,Exploracion,Inicial,2017,INVERSION,MMUSD,,
AE-0017,AE-0017-2M - Tomon - 02,Asignacion,No vigente,Exploracion,Primer Adicional,2018,INVERSION,MMUSD,,
AE-0017,AE-0017-2M - Tomon - 02,Asignacion,No vigente,Exploracion,Primer Adicional,2019,INVERSION,MMUSD,,
AE-0018,AE-0018-3M - Okom - 01,Asignacion,Vigente,Exploracion,Inicial,2015,INVERSION,MMUSD,,
AE-0018,AE-0018-3M - Okom - 01,Asignacion,Vigente,Exploracion,Inicial,2016,INVERSION,MMUSD,,
AE-0018,AE-0018-3M - Okom - 01,Asignacion,Vigente,Exploracion,Inicial,2017,INVERSION,MMUSD,,
AE-0018,AE-0018-3M - Okom - 01,Asignacion,Vigente,Exploracion,Primer Adicional,2018,INVERSION,MMUSD,,
AE-0018,AE-0018-3M - Okom - 01,Asignacion,Vigente,Exploracion,Primer Adicional,2019,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Exploracion,Inicial,2015,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Exploracion,Inicial,2016,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Exploracion,Inicial,2017,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Exploracion,Primer Adicional,2018,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Exploracion,Primer Adicional,2019,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2019,GASTOS OPERACION,MMUSD,0.038495,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2019,INVERSION,MMUSD,140.980543,79.521408
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2020,GASTOS OPERACION,MMUSD,19.427009,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2020,INVERSION,MMUSD,166.322909,49.946789
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2021,GASTOS OPERACION,MMUSD,50.440932,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2021,INVERSION,MMUSD,66.916677,159.042883
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2022,GASTOS OPERACION,MMUSD,43.242417,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2022,INVERSION,MMUSD,6.287473,156.029208
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2023,GASTOS OPERACION,MMUSD,34.735081,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2023,INVERSION,MMUSD,6.287473,24.305697
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2024,GASTOS OPERACION,MMUSD,24.623797,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2024,INVERSION,MMUSD,6.531273,10.808226
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2025,GASTOS OPERACION,MMUSD,29.897576,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2025,INVERSION,MMUSD,6.287473,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2026,GASTOS OPERACION,MMUSD,13.704125,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2026,INVERSION,MMUSD,6.556936,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2027,GASTOS OPERACION,MMUSD,10.675873,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2027,INVERSION,MMUSD,6.556936,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2028,GASTOS OPERACION,MMUSD,8.609989,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2028,INVERSION,MMUSD,6.287473,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2029,GASTOS OPERACION,MMUSD,6.941883,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2029,INVERSION,MMUSD,13.781114,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2030,GASTOS OPERACION,MMUSD,8.340525,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2030,INVERSION,MMUSD,6.556936,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2031,GASTOS OPERACION,MMUSD,3.233558,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2031,INVERSION,MMUSD,6.556936,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2032,GASTOS OPERACION,MMUSD,1.578284,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2032,INVERSION,MMUSD,6.287473,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2033,GASTOS OPERACION,MMUSD,2.168537,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2033,INVERSION,MMUSD,62.322973,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2034,GASTOS OPERACION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2034,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2035,GASTOS OPERACION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2035,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2036,GASTOS OPERACION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2036,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2037,GASTOS OPERACION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2037,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2038,GASTOS OPERACION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2038,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2039,GASTOS OPERACION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2039,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2040,GASTOS OPERACION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2040,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2041,GASTOS OPERACION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2041,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2042,GASTOS OPERACION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2042,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2043,GASTOS OPERACION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2043,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2044,GASTOS OPERACION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2044,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2045,GASTOS OPERACION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2045,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2046,GASTOS OPERACION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2046,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2047,GASTOS OPERACION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2047,INVERSION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2048,GASTOS OPERACION,MMUSD,,
AE-0019,AE-0019-5M - Okom - 02,Asignacion,Vigente,Extraccion,nan,2048,INVERSION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Exploracion,Inicial,2015,INVERSION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Exploracion,Inicial,2016,INVERSION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Exploracion,Inicial,2017,INVERSION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Exploracion,Primer Adicional,2018,INVERSION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Exploracion,Primer Adicional,2019,INVERSION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2018,GASTOS OPERACION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2018,INVERSION,MMUSD,4.385757,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2019,GASTOS OPERACION,MMUSD,2.046898,0.176974
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2019,INVERSION,MMUSD,254.301262,60.053114
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2020,GASTOS OPERACION,MMUSD,36.502316,1.762806
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2020,INVERSION,MMUSD,188.60183,129.662446
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2021,GASTOS OPERACION,MMUSD,73.28234,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2021,INVERSION,MMUSD,92.48071,179.422096
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2022,GASTOS OPERACION,MMUSD,87.568061,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2022,INVERSION,MMUSD,13.609869,126.873427
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2023,GASTOS OPERACION,MMUSD,98.381299,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2023,INVERSION,MMUSD,15.520977,142.11377
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2024,GASTOS OPERACION,MMUSD,89.251623,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2024,INVERSION,MMUSD,12.96169,14.913479
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2025,GASTOS OPERACION,MMUSD,75.935905,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2025,INVERSION,MMUSD,13.648228,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2026,GASTOS OPERACION,MMUSD,75.104307,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2026,INVERSION,MMUSD,15.011455,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2027,GASTOS OPERACION,MMUSD,60.536424,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2027,INVERSION,MMUSD,17.339586,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2028,GASTOS OPERACION,MMUSD,62.989388,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2028,INVERSION,MMUSD,34.381012,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2029,GASTOS OPERACION,MMUSD,57.496208,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2029,INVERSION,MMUSD,29.6638,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2030,GASTOS OPERACION,MMUSD,62.210693,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2030,INVERSION,MMUSD,10.881427,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2031,GASTOS OPERACION,MMUSD,65.488416,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2031,INVERSION,MMUSD,17.810748,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2032,GASTOS OPERACION,MMUSD,55.537547,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2032,INVERSION,MMUSD,23.966472,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2033,GASTOS OPERACION,MMUSD,37.864144,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2033,INVERSION,MMUSD,8.875004,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2034,GASTOS OPERACION,MMUSD,15.808418,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2034,INVERSION,MMUSD,40.54541,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2035,GASTOS OPERACION,MMUSD,20.790707,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2035,INVERSION,MMUSD,36.693928,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2036,GASTOS OPERACION,MMUSD,2.397376,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2036,INVERSION,MMUSD,1.572882,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2037,GASTOS OPERACION,MMUSD,2.118316,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2037,INVERSION,MMUSD,16.312304,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2038,GASTOS OPERACION,MMUSD,2.042209,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2038,INVERSION,MMUSD,2.131001,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2039,GASTOS OPERACION,MMUSD,1.864626,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2039,INVERSION,MMUSD,44.97934,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2040,GASTOS OPERACION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2040,INVERSION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2041,GASTOS OPERACION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2041,INVERSION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2042,GASTOS OPERACION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2042,INVERSION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2043,GASTOS OPERACION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2043,INVERSION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2044,GASTOS OPERACION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2044,INVERSION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2045,GASTOS OPERACION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2045,INVERSION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2046,GASTOS OPERACION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2046,INVERSION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2047,GASTOS OPERACION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2047,INVERSION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2048,GASTOS OPERACION,MMUSD,,
AE-0020,AE-0020-4M - Okom - 03,Asignacion,Vigente,Extraccion,nan,2048,INVERSION,MMUSD,,
AE-0021,AE-0021-3M - Okom - 04,Asignacion,No vigente,Exploracion,Inicial,2015,INVERSION,MMUSD,,
AE-0021,AE-0021-3M - Okom - 04,Asignacion,No vigente,Exploracion,Inicial,2016,INVERSION,MMUSD,,
AE-0021,AE-0021-3M - Okom - 04,Asignacion,No vigente,Exploracion,Inicial,2017,INVERSION,MMUSD,,
AE-0021,AE-0021-3M - Okom - 04,Asignacion,No vigente,Exploracion,Primer Adicional,2018,INVERSION,MMUSD,,
AE-0021,AE-0021-3M - Okom - 04,Asignacion,No vigente,Exploracion,Primer Adicional,2019,INVERSION,MMUSD,,
AE-0022,AE-0022-3M - Okom - 05,Asignacion,No vigente,Exploracion,Inicial,2015,INVERSION,MMUSD,,
AE-0022,AE-0022-3M - Okom - 05,Asignacion,No vigente,Exploracion,Inicial,2016,INVERSION,MMUSD,,
AE-0022,AE-0022-3M - Okom - 05,Asignacion,No vigente,Exploracion,Inicial,2017,INVERSION,MMUSD,,
AE-0022,AE-0022-3M - Okom - 05,Asignacion,No vigente,Exploracion,Primer Adicional,2018,INVERSION,MMUSD,,
AE-0022,AE-0022-3M - Okom - 05,Asignacion,No vigente,Exploracion,Primer Adicional,2019,INVERSION,MMUSD,,
AE-0023,AE-0023-M - Okom - 06,Asignacion,No vigente,Exploracion,Inicial,2015,INVERSION,MMUSD,,
AE-0023,AE-0023-M - Okom - 06,Asignacion,No vigente,Exploracion,Inicial,2016,INVERSION,MMUSD,,
AE-0023,AE-0023-M - Okom - 06,Asignacion,No vigente,Exploracion,Inicial,2017,INVERSION,MMUSD,,
AE-0023,AE-0023-M - Okom - 06,Asignacion,No vigente,Exploracion,Primer Adicional,2018,INVERSION,MMUSD,,
AE-0023,AE-0023-M - Okom - 06,Asignacion,No vigente,Exploracion,Primer Adicional,2019,INVERSION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Exploracion,Inicial,2015,INVERSION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Exploracion,Inicial,2016,INVERSION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Exploracion,Inicial,2017,INVERSION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Exploracion,Primer Adicional,2018,INVERSION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Exploracion,Primer Adicional,2019,INVERSION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2019,GASTOS OPERACION,MMUSD,2.429444,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2019,INVERSION,MMUSD,218.312716,73.738273
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2020,GASTOS OPERACION,MMUSD,34.760662,0.921837
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2020,INVERSION,MMUSD,23.165258,98.805544
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2021,GASTOS OPERACION,MMUSD,24.395393,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2021,INVERSION,MMUSD,2.217012,36.246706
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2022,GASTOS OPERACION,MMUSD,12.510656,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2022,INVERSION,MMUSD,12.306937,7.496265
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2023,GASTOS OPERACION,MMUSD,14.873979,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2023,INVERSION,MMUSD,2.59733,3.515849
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2024,GASTOS OPERACION,MMUSD,26.742476,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2024,INVERSION,MMUSD,10.700199,65.588752
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2025,GASTOS OPERACION,MMUSD,23.949593,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2025,INVERSION,MMUSD,9.797652,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2026,GASTOS OPERACION,MMUSD,18.397925,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2026,INVERSION,MMUSD,9.797652,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2027,GASTOS OPERACION,MMUSD,12.946539,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2027,INVERSION,MMUSD,4.322199,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2028,GASTOS OPERACION,MMUSD,12.690817,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2028,INVERSION,MMUSD,7.250463,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2029,GASTOS OPERACION,MMUSD,9.535913,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2029,INVERSION,MMUSD,4.141689,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2030,GASTOS OPERACION,MMUSD,4.330221,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2030,INVERSION,MMUSD,1.995632,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2031,GASTOS OPERACION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2031,INVERSION,MMUSD,39.040184,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2032,GASTOS OPERACION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2032,INVERSION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2033,GASTOS OPERACION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2033,INVERSION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2034,GASTOS OPERACION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2034,INVERSION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2035,GASTOS OPERACION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2035,INVERSION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2036,GASTOS OPERACION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2036,INVERSION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2037,GASTOS OPERACION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2037,INVERSION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2038,GASTOS OPERACION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2038,INVERSION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2039,GASTOS OPERACION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2039,INVERSION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2040,GASTOS OPERACION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2040,INVERSION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2041,GASTOS OPERACION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2041,INVERSION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2042,GASTOS OPERACION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2042,INVERSION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2043,GASTOS OPERACION,MMUSD,,
AE-0024,AE-0024-4M - Okom - 07,Asignacion,Vigente,Extraccion,nan,2043,INVERSION,MMUSD,,
