bloque,nombre,periodo,petroleo_mmb,gas_natural_sin_nitrogeno_mmpcd,gas_natural_mmpcd,condensado_mbd,agua_mbd,agua,pozos_productores_gas,pozos_productores_petroleo,pozos_productores_condensado
A-0094,A-0094-6M - Campo Coapechaca,2018-07-01,6.360542,17.794315,18.01055,,3.117633,334,334.0,334.0,
A-0094,A-0094-6M - Campo Coapechaca,2018-06-01,6.76948,18.054912,18.274313,,3.313819,341,341.0,341.0,
A-0094,A-0094-6M - Campo Coapechaca,2018-05-01,9.065055,25.252358,25.559222,,4.524875,446,446.0,446.0,
A-0094,A-0094-6M - Campo Coapechaca,2018-04-01,9.604602,26.530916,26.853317,,4.697674,448,448.0,448.0,
A-0094,A-0094-6M - Campo Coapechaca,2018-03-01,9.57455,26.748112,27.073152,,4.619126,457,457.0,457.0,
A-0094,A-0094-6M - Campo Coapechaca,2018-02-01,6.202022,13.920308,14.089466,,2.787755,251,251.0,251.0,
A-0094,A-0094-6M - Campo Coapechaca,2018-01-01,6.040522,12.925041,13.082105,,2.61106,246,246.0,246.0,
A-0094,A-0094-6M - Campo Coapechaca,2017-12-01,5.823011,11.718894,11.860257,,2.514974,221,221.0,221.0,
A-0094,A-0094-6M - Campo Coapechaca,2017-11-01,5.924048,11.272121,11.409099,,2.98032,219,219.0,219.0,
A-0094,A-0094-6M - Campo Coapechaca,2017-10-01,5.778171,10.958155,11.090341,,3.29761,214,214.0,214.0,
A-0094,A-0094-6M - Campo Coapechaca,2017-09-01,5.874162,12.034292,12.116051,,3.382013,224,224.0,224.0,
A-0094,A-0094-6M - Campo Coapechaca,2017-08-01,6.04602,12.630985,12.803705,,3.419552,229,229.0,229.0,
A-0094,A-0094-6M - Campo Coapechaca,2017-07-01,6.405452,12.513673,12.684926,,3.058752,232,232.0,232.0,
A-0094,A-0094-6M - Campo Coapechaca,2017-06-01,6.820403,12.909531,13.086046,,2.906935,228,228.0,228.0,
A-0094,A-0094-6M - Campo Coapechaca,2017-05-01,7.215374,13.792319,13.957644,,2.681869,234,234.0,234.0,
A-0094,A-0094-6M - Campo Coapechaca,2017-04-01,7.209241,15.666922,15.853385,,2.263103,250,250.0,250.0,
A-0094,A-0094-6M - Campo Coapechaca,2017-03-01,7.552228,16.898085,17.097549,,2.606384,247,247.0,247.0,
A-0094,A-0094-6M - Campo Coapechaca,2017-02-01,7.487509,16.772375,16.967049,,2.507946,248,248.0,248.0,
A-0094,A-0094-6M - Campo Coapechaca,2017-01-01,7.81517,17.422417,17.62285,,2.443971,253,253.0,253.0,
A-0094,A-0094-6M - Campo Coapechaca,2016-12-01,7.885432,18.010146,18.218363,,2.444285,248,248.0,248.0,
A-0094,A-0094-6M - Campo Coapechaca,2016-11-01,7.695051,18.229522,18.442136,,2.877195,248,248.0,248.0,
A-0094,A-0094-6M - Campo Coapechaca,2016-10-01,7.520061,18.152893,18.36374,,2.44465,243,243.0,243.0,
A-0094,A-0094-6M - Campo Coapechaca,2016-09-01,7.6147,17.578737,17.783201,,2.33988,235,235.0,235.0,
A-0094,A-0094-6M - Campo Coapechaca,2016-08-01,7.037642,18.069336,18.279809,,2.329594,223,223.0,223.0,
A-0094,A-0094-6M - Campo Coapechaca,2016-07-01,7.298873,19.16524,19.388544,,2.859808,243,243.0,243.0,
A-0094,A-0094-6M - Campo Coapechaca,2016-06-01,7.40268,20.000647,20.229034,,2.959094,236,236.0,236.0,
A-0094,A-0094-6M - Campo Coapechaca,2016-05-01,7.060267,22.503535,22.763175,,3.130535,245,245.0,245.0,
A-0094,A-0094-6M - Campo Coapechaca,2016-04-01,6.908214,22.099685,22.358066,,3.226832,241,241.0,241.0,
A-0094,A-0094-6M - Campo Coapechaca,2016-03-01,7.009196,21.985044,22.241799,,3.463843,262,262.0,262.0,
A-0094,A-0094-6M - Campo Coapechaca,2016-02-01,7.150214,22.386347,22.647632,,3.564574,274,274.0,274.0,
A-0094,A-0094-6M - Campo Coapechaca,2016-01-01,7.599307,21.151254,21.397996,,3.539093,263,263.0,263.0,
A-0095,A-0095-M - Campo Cobo,2025-01-01,,0.434659,0.437063,,,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2024-12-01,,0.308568,0.310275,,,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2024-11-01,,0.479917,0.482571,,,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2024-10-01,,0.417422,0.41973,,,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2024-09-01,,0.625035,0.628491,,,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2024-08-01,,1.073277,1.079213,,,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2024-07-01,,1.186681,1.193244,,,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2024-06-01,,0.979422,0.984839,,,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2024-05-01,,1.061568,1.067438,,,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2024-04-01,,0.893456,0.898398,,,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2024-03-01,,0.545346,0.548362,,,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2024-02-01,,0.811485,0.815973,,,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2024-01-01,,1.536429,1.544926,,,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2023-12-01,,0.920183,0.925272,,,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2023-11-01,,1.180017,1.186543,,,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2023-10-01,,0.705401,0.709302,,,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2023-09-01,,0.570467,0.584465,,,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2023-08-01,,0.593805,0.608376,,,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2023-07-01,,1.320566,1.348286,,,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2023-06-01,,1.389594,1.400504,,,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2023-05-01,,0.755546,0.761478,,,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2023-04-01,,0.167632,0.168948,,,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2023-03-01,,0.198781,0.200342,,,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2023-02-01,,0.277357,0.291168,,,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2023-01-01,,0.383257,0.40234,,,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2022-12-01,,0.09703,0.101861,,,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2022-11-01,,0.000536,0.000562,,,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2022-10-01,,0.309631,0.325048,,,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2022-09-01,,0.430274,0.451698,,,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2022-08-01,,0.235541,0.247269,,,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2022-07-01,,0.221923,0.232973,,,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2022-06-01,,0.456973,0.479726,,,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2022-05-01,,0.487827,0.512116,,,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2021-07-01,,0.116767,0.122581,,0.00913,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2021-06-01,,2.30837,2.423308,,0.201274,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2021-05-01,,2.527632,2.653487,,0.201274,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2021-04-01,,3.162244,3.185242,,0.201274,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2021-03-01,,2.830782,2.851369,,0.162317,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2021-02-01,,3.324736,3.348916,,0.201274,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2021-01-01,,3.243692,3.267282,,0.201274,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2020-12-01,,3.662599,3.689235,,0.201274,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2020-11-01,,2.998402,3.020207,,0.201274,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2020-10-01,,3.142197,3.165049,,0.202288,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2020-09-01,,3.103981,3.126555,,0.201274,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2020-08-01,,3.161764,3.184758,,0.201274,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2020-07-01,,2.307992,2.324777,,0.201274,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2020-06-01,,2.141881,2.157458,,0.201274,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2020-05-01,,3.635214,3.661651,,0.012985,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2020-04-01,,4.602753,4.636226,,0.149278,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2020-03-01,,5.81062,5.852878,,0.201274,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2020-02-01,,5.744051,5.785825,,0.201274,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2020-01-01,,5.520033,5.560178,,0.201274,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2019-12-01,,5.641355,5.682382,,0.201274,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2019-11-01,,4.991201,5.027499,,0.201274,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2019-10-01,,4.73822,4.772679,,0.201274,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2019-09-01,,4.583111,4.616442,,0.201274,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2019-08-01,,5.633183,5.674151,,0.201274,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2019-07-01,,7.209441,7.261872,,0.201274,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2019-06-01,,7.285443,7.338427,,0.201274,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2019-05-01,,7.292621,7.345656,,0.201274,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2019-04-01,,4.882403,4.91791,,0.165212,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2019-03-01,,3.002536,3.024371,,0.086615,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2019-02-01,,7.077217,7.128686,,0.201274,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2019-01-01,,6.384292,6.430722,,0.201274,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2018-12-01,,7.160599,7.212675,,0.201274,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2018-11-01,,7.544445,7.599312,,0.201274,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2018-10-01,,6.991581,7.042427,,0.201274,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2018-09-01,,8.902825,8.967571,,0.201274,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2018-08-01,,7.525775,7.580507,,0.201274,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2018-07-01,,6.971837,7.02254,,0.201274,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2018-06-01,,8.26446,8.324564,,0.201274,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2018-05-01,,8.852426,8.916805,,0.201274,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2018-04-01,,4.905465,4.94114,,0.198478,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2018-03-01,,6.020898,6.064685,,0.201274,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2018-02-01,,5.056323,5.093095,,0.201274,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2018-01-01,,5.700756,5.742215,,0.126608,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2017-12-01,,5.515934,5.556049,,0.056608,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2017-11-01,,6.921992,6.972332,,0.056608,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2017-10-01,,8.509045,8.570927,,0.056608,3,3.0,,
A-0095,A-0095-M - Campo Cobo,2017-09-01,,8.79558,8.859546,,0.056608,3,3.0,,
A-0095,A-0095-M - Campo Cobo,2017-08-01,,9.079786,9.145819,,0.047478,4,4.0,,
A-0095,A-0095-M - Campo Cobo,2017-07-01,,6.519755,6.52602,,,3,3.0,,
A-0095,A-0095-M - Campo Cobo,2017-06-01,,6.282816,6.288854,,,3,3.0,,
A-0095,A-0095-M - Campo Cobo,2017-05-01,,5.260403,5.265458,,,3,3.0,,
A-0095,A-0095-M - Campo Cobo,2017-04-01,,5.395279,5.400463,,,3,3.0,,
A-0095,A-0095-M - Campo Cobo,2017-03-01,,5.812748,5.818334,,,4,4.0,,
A-0095,A-0095-M - Campo Cobo,2017-02-01,,5.868451,5.87409,,,4,4.0,,
A-0095,A-0095-M - Campo Cobo,2017-01-01,,8.349289,8.357312,,,4,4.0,,
A-0095,A-0095-M - Campo Cobo,2016-12-01,,8.669689,8.67802,,,4,4.0,,
A-0095,A-0095-M - Campo Cobo,2016-11-01,,9.531633,9.540792,,,4,4.0,,
A-0095,A-0095-M - Campo Cobo,2016-10-01,,10.202659,10.212463,,,4,4.0,,
A-0095,A-0095-M - Campo Cobo,2016-09-01,,10.739526,10.749846,,,4,4.0,,
A-0095,A-0095-M - Campo Cobo,2016-08-01,,9.781806,9.791206,,,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2016-07-01,,9.586932,9.596144,,,2,2.0,,
A-0095,A-0095-M - Campo Cobo,2016-06-01,,9.298155,9.30709,,,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2016-05-01,,9.004784,9.013437,,,1,1.0,,
A-0095,A-0095-M - Campo Cobo,2016-04-01,,10.032892,10.042533,,,3,3.0,,
A-0095,A-0095-M - Campo Cobo,2016-03-01,,12.641128,12.653275,,,3,3.0,,
A-0095,A-0095-M - Campo Cobo,2016-02-01,,13.623533,13.636624,,,3,3.0,,
A-0095,A-0095-M - Campo Cobo,2016-01-01,,13.743411,13.77758,,,3,3.0,,
A-0097,A-0097-2M - Campo Cocuite,2019-12-01,,0.016104,0.016393,,0.001419,2,2.0,,
A-0097,A-0097-2M - Campo Cocuite,2019-11-01,,0.53645,0.54606,,0.112,4,4.0,,
A-0097,A-0097-2M - Campo Cocuite,2019-10-01,,0.571721,0.581786,,0.115161,4,4.0,,
A-0097,A-0097-2M - Campo Cocuite,2019-09-01,,0.616906,0.627638,,0.115,4,4.0,,
A-0097,A-0097-2M - Campo Cocuite,2019-08-01,,0.641724,0.652822,,0.115,4,4.0,,
A-0097,A-0097-2M - Campo Cocuite,2019-07-01,,0.630955,0.642783,,0.107581,4,4.0,,
A-0097,A-0097-2M - Campo Cocuite,2019-06-01,,0.662461,0.673301,,0.115,4,4.0,,
A-0097,A-0097-2M - Campo Cocuite,2019-05-01,,1.047257,1.058798,,0.135968,5,5.0,,
A-0097,A-0097-2M - Campo Cocuite,2019-04-01,,1.291688,1.310427,,0.1398,5,5.0,,
A-0097,A-0097-2M - Campo Cocuite,2019-03-01,,1.686058,1.709998,,0.14,5,5.0,,
A-0097,A-0097-2M - Campo Cocuite,2019-02-01,,1.48974,1.508598,,0.14,5,5.0,,
A-0097,A-0097-2M - Campo Cocuite,2019-01-01,,1.296717,1.310345,,0.143871,6,6.0,,
A-0097,A-0097-2M - Campo Cocuite,2018-12-01,,1.398058,1.412608,,0.18,6,6.0,,
A-0097,A-0097-2M - Campo Cocuite,2018-11-01,,1.152198,1.163719,,0.18,6,6.0,,
A-0097,A-0097-2M - Campo Cocuite,2018-10-01,,1.280766,1.292267,,0.180903,7,7.0,,
A-0097,A-0097-2M - Campo Cocuite,2018-09-01,,1.10924,1.118975,,0.19,7,7.0,,
A-0097,A-0097-2M - Campo Cocuite,2018-08-01,,1.319122,1.328421,,0.19,7,7.0,,
A-0097,A-0097-2M - Campo Cocuite,2018-07-01,,1.461112,1.473192,,0.19,7,7.0,,
A-0097,A-0097-2M - Campo Cocuite,2018-06-01,,1.645973,1.659749,,0.19,7,7.0,,
A-0097,A-0097-2M - Campo Cocuite,2018-05-01,,1.559199,1.572566,,0.19,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2018-04-01,,1.545099,1.556932,,0.19,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2018-03-01,,1.473606,1.479673,,0.189742,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2018-02-01,,1.585554,1.591922,,0.19,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2018-01-01,,1.801501,1.808736,,0.19,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2017-12-01,,1.718853,1.725756,,0.19,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2017-11-01,,1.619236,1.625575,,0.19,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2017-10-01,,1.642609,1.648875,,0.190257,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2017-09-01,,1.706952,1.713292,,0.189999,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2017-08-01,,2.055272,2.062698,,0.189999,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2017-07-01,,2.093257,2.10082,,,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2017-06-01,,2.221616,2.229643,,,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2017-05-01,,2.141708,2.152254,,,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2017-04-01,,2.268469,2.27964,,0.189733,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2017-03-01,,2.318459,2.329875,,0.18729,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2017-02-01,,2.703472,2.716784,,0.176,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2017-01-01,,2.506779,2.519123,,0.167935,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2016-12-01,,2.666285,2.679414,,0.197128,9,9.0,,
A-0097,A-0097-2M - Campo Cocuite,2016-11-01,,1.966735,1.97642,,0.167866,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2016-10-01,,2.050516,2.060613,,0.169226,7,7.0,,
A-0097,A-0097-2M - Campo Cocuite,2016-09-01,,1.805424,1.814314,,0.169001,7,7.0,,
A-0097,A-0097-2M - Campo Cocuite,2016-08-01,,2.32704,2.338499,,0.182549,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2016-07-01,,2.810126,2.823964,,0.185936,8,8.0,,
A-0097,A-0097-2M - Campo Cocuite,2016-06-01,,2.109459,2.119846,,0.153133,9,9.0,,
A-0097,A-0097-2M - Campo Cocuite,2016-05-01,,2.29647,2.307778,,0.525613,9,9.0,,
A-0097,A-0097-2M - Campo Cocuite,2016-04-01,,2.801058,2.814851,,0.602167,9,9.0,,
A-0097,A-0097-2M - Campo Cocuite,2016-03-01,,3.004676,3.019471,,0.603,9,9.0,,
A-0097,A-0097-2M - Campo Cocuite,2016-02-01,,3.0973,3.112552,,0.573,9,9.0,,
A-0097,A-0097-2M - Campo Cocuite,2016-01-01,,4.128505,4.148834,,0.508419,9,9.0,,
A-0098,A-0098-4M - Campo Comitas,2025-01-01,,9.173695,9.241156,,0.198445,90,90.0,,
A-0098,A-0098-4M - Campo Comitas,2024-12-01,,5.911608,5.95508,,0.283438,89,89.0,,
A-0098,A-0098-4M - Campo Comitas,2024-11-01,,6.138986,6.18413,,0.327915,88,88.0,,
A-0098,A-0098-4M - Campo Comitas,2024-10-01,,7.457667,7.512509,,0.382932,88,88.0,,
A-0098,A-0098-4M - Campo Comitas,2024-09-01,,7.615355,7.671356,,0.35797,88,88.0,,
A-0098,A-0098-4M - Campo Comitas,2024-08-01,,7.848596,7.906312,,0.331284,88,88.0,,
A-0098,A-0098-4M - Campo Comitas,2024-07-01,,8.585395,8.62507,,0.430148,90,90.0,,
A-0098,A-0098-4M - Campo Comitas,2024-06-01,,9.862127,9.907702,,0.399734,90,90.0,,
A-0098,A-0098-4M - Campo Comitas,2024-05-01,,9.779016,9.824208,,0.413213,90,90.0,,
A-0098,A-0098-4M - Campo Comitas,2024-04-01,,9.954515,10.000518,,0.388718,89,89.0,,
A-0098,A-0098-4M - Campo Comitas,2024-03-01,,20.540756,20.63568,,0.394776,88,88.0,,
A-0098,A-0098-4M - Campo Comitas,2024-02-01,,19.121643,19.210009,,0.304161,88,88.0,,
A-0098,A-0098-4M - Campo Comitas,2024-01-01,,19.802881,19.894395,,0.360861,87,87.0,,
A-0098,A-0098-4M - Campo Comitas,2023-12-01,,17.385349,17.465691,,0.517714,89,89.0,,
A-0098,A-0098-4M - Campo Comitas,2023-11-01,,17.07626,17.155173,,0.350459,87,87.0,,
A-0098,A-0098-4M - Campo Comitas,2023-10-01,,13.632074,13.695071,,0.288722,89,89.0,,
A-0098,A-0098-4M - Campo Comitas,2023-09-01,,13.007435,13.267748,,0.301358,89,89.0,,
A-0098,A-0098-4M - Campo Comitas,2023-08-01,,12.942552,13.201567,,0.310582,89,89.0,,
A-0098,A-0098-4M - Campo Comitas,2023-07-01,,12.838143,13.095069,,0.297578,89,89.0,,
A-0098,A-0098-4M - Campo Comitas,2023-06-01,,13.869781,14.147352,,0.287616,89,89.0,,
A-0098,A-0098-4M - Campo Comitas,2023-05-01,,14.67143,14.965044,,0.269105,89,89.0,,
A-0098,A-0098-4M - Campo Comitas,2023-04-01,,16.229532,16.554328,,0.299107,89,89.0,,
A-0098,A-0098-4M - Campo Comitas,2023-03-01,,14.559886,14.851268,,0.289425,89,89.0,,
A-0098,A-0098-4M - Campo Comitas,2023-02-01,,12.336206,12.583086,,0.373951,89,89.0,,
A-0098,A-0098-4M - Campo Comitas,2023-01-01,,12.886025,13.143909,,0.383318,90,90.0,,
A-0098,A-0098-4M - Campo Comitas,2022-12-01,,13.766209,14.041707,,0.396548,89,89.0,,
A-0098,A-0098-4M - Campo Comitas,2022-11-01,,12.925406,13.184077,,0.436645,89,89.0,,
A-0098,A-0098-4M - Campo Comitas,2022-10-01,,13.785176,14.061054,,0.338565,90,90.0,,
A-0098,A-0098-4M - Campo Comitas,2022-09-01,,14.273619,14.559271,,0.335737,91,91.0,,
A-0098,A-0098-4M - Campo Comitas,2022-08-01,,14.09708,14.3792,,0.326959,91,91.0,,
A-0098,A-0098-4M - Campo Comitas,2022-07-01,,14.368408,14.655957,,0.328054,91,91.0,,
A-0098,A-0098-4M - Campo Comitas,2022-06-01,,16.188583,16.51256,,0.327604,91,91.0,,
A-0098,A-0098-4M - Campo Comitas,2022-05-01,,16.266416,16.59195,,0.347438,91,91.0,,
A-0098,A-0098-4M - Campo Comitas,2022-04-01,,16.278711,16.604492,,0.384056,91,91.0,,
A-0098,A-0098-4M - Campo Comitas,2022-03-01,,16.780755,17.116583,,0.347096,91,91.0,,
A-0098,A-0098-4M - Campo Comitas,2022-02-01,,16.079697,16.293963,,0.385438,91,91.0,,
A-0098,A-0098-4M - Campo Comitas,2022-01-01,,16.808305,17.041431,,0.414475,92,92.0,,
A-0098,A-0098-4M - Campo Comitas,2021-12-01,,17.001867,17.237678,,0.415756,92,92.0,,
A-0098,A-0098-4M - Campo Comitas,2021-11-01,,18.425265,18.57835,,0.355368,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2021-10-01,,16.442713,16.579327,,0.318278,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2021-09-01,,17.631327,17.774232,,0.467729,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2021-08-01,,17.437625,17.5802,,0.409457,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2021-07-01,,16.349358,16.412217,,0.227097,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2021-06-01,,16.288906,16.431698,,0.317842,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2021-05-01,,16.255762,16.304513,,0.432905,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2021-04-01,,16.054775,16.305886,,0.474203,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2021-03-01,,16.305367,16.560397,,0.538957,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2021-02-01,,16.4969,16.754926,,0.531132,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2021-01-01,,16.11041,16.230843,,0.540769,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2020-12-01,,16.730631,16.846704,,0.520247,94,94.0,,
A-0098,A-0098-4M - Campo Comitas,2020-11-01,,18.1058,18.372943,,0.5505,95,95.0,,
A-0098,A-0098-4M - Campo Comitas,2020-10-01,,14.177877,14.296105,,0.528788,95,95.0,,
A-0098,A-0098-4M - Campo Comitas,2020-09-01,,15.5759,15.700246,,0.538477,94,94.0,,
A-0098,A-0098-4M - Campo Comitas,2020-08-01,,17.215428,17.352863,,0.558046,94,94.0,,
A-0098,A-0098-4M - Campo Comitas,2020-07-01,,23.412812,23.599721,,0.424903,94,94.0,,
A-0098,A-0098-4M - Campo Comitas,2020-06-01,,22.129227,22.316012,,0.497278,94,94.0,,
A-0098,A-0098-4M - Campo Comitas,2020-05-01,,20.894639,21.068029,,0.465045,94,94.0,,
A-0098,A-0098-4M - Campo Comitas,2020-04-01,,20.667313,20.838816,,0.39277,94,94.0,,
A-0098,A-0098-4M - Campo Comitas,2020-03-01,,21.879791,22.060466,,0.490865,94,94.0,,
A-0098,A-0098-4M - Campo Comitas,2020-02-01,,19.008665,19.165632,,0.449108,94,94.0,,
A-0098,A-0098-4M - Campo Comitas,2020-01-01,,19.693844,19.856468,,0.435651,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2019-12-01,,21.189826,21.217621,,0.500883,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2019-11-01,,18.296051,18.320051,,0.497082,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2019-10-01,,17.718044,17.741285,,0.496202,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2019-09-01,,22.385656,22.575972,,0.536731,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2019-08-01,,24.024922,24.22893,,0.70069,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2019-07-01,,23.884315,23.925467,,0.745508,94,94.0,,
A-0098,A-0098-4M - Campo Comitas,2019-06-01,,22.144252,22.331614,,0.357994,95,95.0,,
A-0098,A-0098-4M - Campo Comitas,2019-05-01,,18.093652,18.231665,,0.352209,94,94.0,,
A-0098,A-0098-4M - Campo Comitas,2019-04-01,,15.782148,15.90253,,0.668662,94,94.0,,
A-0098,A-0098-4M - Campo Comitas,2019-03-01,,16.503051,16.638321,,0.604015,94,94.0,,
A-0098,A-0098-4M - Campo Comitas,2019-02-01,,16.815751,16.949995,,0.719247,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2019-01-01,,17.03933,17.361206,,0.702862,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2018-12-01,,24.469474,24.931708,,0.702205,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2018-11-01,,26.39483,26.720013,,0.791708,93,93.0,,
A-0098,A-0098-4M - Campo Comitas,2018-10-01,,23.606601,23.897433,,0.804369,94,94.0,,
A-0098,A-0098-4M - Campo Comitas,2018-09-01,,20.698352,20.933795,,0.757064,95,95.0,,
A-0098,A-0098-4M - Campo Comitas,2018-08-01,,18.498872,18.709296,,0.731003,95,95.0,,
A-0098,A-0098-4M - Campo Comitas,2018-07-01,,17.846109,18.049108,,0.607341,95,95.0,,
A-0098,A-0098-4M - Campo Comitas,2018-06-01,,18.496346,18.70674,,0.561558,94,94.0,,
A-0098,A-0098-4M - Campo Comitas,2018-05-01,,19.016086,19.232393,,0.607259,95,95.0,,
A-0098,A-0098-4M - Campo Comitas,2018-04-01,,20.198234,20.279351,,0.526616,94,94.0,,
A-0098,A-0098-4M - Campo Comitas,2018-03-01,,21.863278,21.955491,,0.5255,94,94.0,,
