bloque,nombre,periodo,petroleo_mmb,gas_natural_sin_nitrogeno_mmpcd,gas_natural_mmpcd,condensado_mbd,agua_mbd,agua,pozos_productores_gas,pozos_productores_petroleo,pozos_productores_condensado
A-0001,A-0001-6M - Campo Abkatun,2025-01-01,10.612647,8.868861,9.47781,,0.937213,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2024-12-01,10.413475,8.981744,9.598444,,1.021089,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2024-11-01,10.08128,8.985974,9.602964,,0.942462,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2024-10-01,9.824574,9.610002,10.086085,,0.905554,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2024-09-01,10.009938,6.973922,7.412592,,1.366378,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2024-08-01,9.829445,6.924555,7.360119,,0.855307,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2024-07-01,9.214745,9.73883,10.351416,,0.663083,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2024-06-01,9.019954,9.620802,10.225965,,0.607375,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2024-05-01,8.503093,9.027682,9.595536,,1.217869,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2024-04-01,7.454064,8.46339,8.99575,,0.994283,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2024-03-01,7.45356,8.426742,9.01644,,0.900805,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2024-02-01,8.430384,8.747326,9.135416,,0.893963,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2024-01-01,8.687771,7.949874,8.396696,,0.742997,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2023-12-01,7.835865,5.365818,8.271631,,0.759704,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2023-11-01,8.640243,7.96513,12.278579,,1.134575,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2023-10-01,9.063425,8.643781,13.324748,,1.174244,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2023-09-01,9.420854,9.05951,13.965611,,1.314873,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2023-08-01,9.830429,9.356859,14.423987,,0.921921,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2023-07-01,9.920739,9.410668,14.506936,,0.995969,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2023-06-01,10.224387,9.454542,14.57457,,1.834377,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2023-05-01,10.0169,9.358343,14.426274,,2.520734,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2023-04-01,9.455936,8.997455,13.86995,,1.675185,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2023-03-01,9.151838,8.807908,13.577756,,1.015281,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2023-02-01,9.634208,9.368634,14.44214,,0.86137,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2023-01-01,10.178775,10.351224,15.956842,,0.880142,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2022-12-01,10.226968,10.577568,16.305761,,1.247133,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2022-11-01,10.150005,10.428111,16.075366,,1.29845,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2022-10-01,10.164212,10.466343,16.134303,,1.447135,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2022-09-01,10.893373,11.161167,17.205404,,1.320196,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2022-08-01,10.494746,10.877217,16.767682,,1.43985,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2022-07-01,10.46086,10.883399,16.777213,,1.574088,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2022-06-01,10.512254,11.023002,16.992416,,1.277068,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2022-05-01,9.653347,10.470877,16.141292,,1.237133,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2022-04-01,9.273582,10.279383,15.846096,,1.152392,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2022-03-01,9.451219,10.110742,15.586129,,1.213992,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2022-02-01,8.686392,9.55091,14.722995,,1.271328,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2022-01-01,8.893429,13.940396,14.806581,,1.406935,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2021-12-01,9.665483,14.836276,15.758126,,1.189896,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2021-11-01,10.902198,16.067531,17.065885,,1.399293,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2021-10-01,11.341646,16.563938,17.593136,,1.901949,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2021-09-01,11.801715,17.088623,18.150423,,2.157608,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2021-08-01,11.850001,17.123504,18.187471,,1.830997,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2021-07-01,12.477391,16.914579,17.965564,,1.975392,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2021-06-01,13.51602,15.25034,16.384737,,2.335704,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2021-05-01,13.007725,16.145579,17.148783,,2.981335,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2021-04-01,13.597702,16.435918,17.457162,,2.843354,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2021-03-01,13.059922,16.412501,17.43229,,3.003121,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2021-02-01,13.525857,17.308795,18.384275,,2.778582,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2021-01-01,13.379005,18.242546,19.376044,,2.70412,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2020-12-01,11.483118,14.482435,15.382299,,2.293285,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2020-11-01,10.109471,13.009573,13.70197,,2.038323,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2020-10-01,10.152202,13.075544,13.771452,,2.334043,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2020-09-01,11.516675,14.165853,14.919789,,2.159264,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2020-08-01,11.02264,13.625216,14.350378,,2.283704,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2020-07-01,10.604038,13.183922,13.885598,,2.875997,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2020-06-01,10.288597,12.99723,13.68897,,2.056307,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2020-05-01,11.789512,14.008566,14.75413,,3.479941,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2020-04-01,14.116418,14.911013,15.704607,,2.930106,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2020-03-01,12.392876,14.348636,15.68061,,2.441477,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2020-02-01,11.584307,14.614429,15.431072,,2.496471,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2020-01-01,10.977641,13.837436,14.610662,,1.635059,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2019-12-01,10.161517,12.770044,13.483624,,1.918111,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2019-11-01,10.281255,12.584124,13.596756,,1.861285,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2019-10-01,10.40637,12.704557,13.72688,,2.048844,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2019-09-01,10.966968,13.429442,14.510096,,2.23989,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2019-08-01,11.648915,14.56871,15.401011,,2.214437,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2019-07-01,11.863489,14.78208,15.626571,,1.910145,14,14.0,14.0,
A-0001,A-0001-6M - Campo Abkatun,2019-06-01,11.59003,14.340529,15.159794,,1.639568,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2019-05-01,11.286513,13.520165,14.690338,,1.615588,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2019-04-01,11.71252,13.979357,15.189274,,1.731582,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2019-03-01,12.603905,14.651545,15.91964,,1.275333,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2019-02-01,12.639141,15.515505,16.196384,,1.332995,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2019-01-01,13.544621,15.402037,16.223129,,1.545119,13,13.0,13.0,
A-0001,A-0001-6M - Campo Abkatun,2018-12-01,12.608165,14.996823,15.654941,,1.273086,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2018-11-01,12.352272,13.790166,14.770356,,0.942286,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2018-10-01,12.365884,14.566238,15.54664,,0.99668,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2018-09-01,12.170773,13.960744,14.582711,,0.903835,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2018-08-01,11.493467,13.637736,14.201064,,0.983078,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2018-07-01,12.071235,14.53863,15.139171,,0.998755,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2018-06-01,11.668244,13.450644,14.006252,,1.025405,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2018-05-01,10.610015,12.195344,12.6991,,1.235982,11,11.0,11.0,
A-0001,A-0001-6M - Campo Abkatun,2018-04-01,10.90518,11.911198,12.911975,,1.295705,11,11.0,11.0,
A-0001,A-0001-6M - Campo Abkatun,2018-03-01,11.256373,11.756146,12.743894,,0.927601,11,11.0,11.0,
A-0001,A-0001-6M - Campo Abkatun,2018-02-01,11.577979,11.588049,12.269867,,0.79666,11,11.0,11.0,
A-0001,A-0001-6M - Campo Abkatun,2018-01-01,10.503106,11.71664,12.701069,,0.933966,11,11.0,11.0,
A-0001,A-0001-6M - Campo Abkatun,2017-12-01,9.998536,11.933763,12.740559,,0.895662,11,11.0,11.0,
A-0001,A-0001-6M - Campo Abkatun,2017-11-01,10.076493,12.148873,12.970212,,0.868137,11,11.0,11.0,
A-0001,A-0001-6M - Campo Abkatun,2017-10-01,10.165342,11.897209,12.701533,,1.844744,11,11.0,11.0,
A-0001,A-0001-6M - Campo Abkatun,2017-09-01,10.036793,12.988089,13.451089,,2.38747,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2017-08-01,10.687833,13.101269,13.486109,,2.01247,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2017-07-01,9.324995,10.296407,10.598856,,1.852299,11,11.0,11.0,
A-0001,A-0001-6M - Campo Abkatun,2017-06-01,9.802042,10.767694,11.151541,,2.243752,11,11.0,11.0,
A-0001,A-0001-6M - Campo Abkatun,2017-05-01,11.176685,12.373953,12.871394,,3.351646,11,11.0,11.0,
A-0001,A-0001-6M - Campo Abkatun,2017-04-01,10.597441,11.379453,11.836914,,1.946184,11,11.0,11.0,
A-0001,A-0001-6M - Campo Abkatun,2017-03-01,9.598456,10.021328,10.424192,,1.839949,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2017-02-01,9.93706,10.359147,10.775591,,2.036449,11,11.0,11.0,
A-0001,A-0001-6M - Campo Abkatun,2017-01-01,10.789183,11.255499,11.707977,,2.371303,11,11.0,11.0,
A-0001,A-0001-6M - Campo Abkatun,2016-12-01,11.230488,13.047553,13.572073,,4.208635,11,11.0,11.0,
A-0001,A-0001-6M - Campo Abkatun,2016-11-01,11.848508,14.023712,14.587474,,4.700904,11,11.0,11.0,
A-0001,A-0001-6M - Campo Abkatun,2016-10-01,10.87312,11.876865,12.354323,,3.587241,11,11.0,11.0,
A-0001,A-0001-6M - Campo Abkatun,2016-09-01,11.31087,9.92164,10.320496,,2.98649,11,11.0,11.0,
A-0001,A-0001-6M - Campo Abkatun,2016-08-01,11.340918,9.815866,10.21047,,2.697841,11,11.0,11.0,
A-0001,A-0001-6M - Campo Abkatun,2016-07-01,8.038411,6.521539,6.783709,,2.310067,7,7.0,7.0,
A-0001,A-0001-6M - Campo Abkatun,2016-06-01,6.953065,3.083669,3.207634,,1.142404,7,7.0,7.0,
A-0001,A-0001-6M - Campo Abkatun,2016-05-01,7.623312,4.688479,4.876958,,2.236699,7,7.0,7.0,
A-0001,A-0001-6M - Campo Abkatun,2016-04-01,10.935804,10.874395,11.311552,,3.739339,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2016-03-01,9.092816,13.722159,14.273798,,3.08394,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2016-02-01,9.331384,15.523769,16.147834,,2.985892,12,12.0,12.0,
A-0001,A-0001-6M - Campo Abkatun,2016-01-01,8.185832,12.758352,13.271246,,3.960596,12,12.0,12.0,
A-0002,A-0002-3M - Campo Acuatempa,2025-01-01,0.223576,0.228731,0.253492,,0.398976,9,9.0,9.0,
A-0002,A-0002-3M - Campo Acuatempa,2024-12-01,0.218139,0.235529,0.261026,,0.405899,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2024-11-01,0.301035,0.319289,0.353853,,0.522726,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2024-10-01,0.298687,0.316321,0.350564,,0.518972,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2024-09-01,0.276297,0.273745,0.30338,,0.50207,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2024-08-01,0.297661,0.292703,0.324389,,0.527956,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2024-07-01,0.290187,0.282231,0.312784,,0.516526,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2024-06-01,0.30089,0.294279,0.326136,,0.569045,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2024-05-01,0.30688,0.300635,0.33318,,0.595294,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2024-04-01,0.334067,0.327804,0.36329,,0.80178,12,12.0,12.0,
A-0002,A-0002-3M - Campo Acuatempa,2024-03-01,0.359011,0.355937,0.394469,,0.857184,12,12.0,12.0,
A-0002,A-0002-3M - Campo Acuatempa,2024-02-01,0.350502,0.345771,0.383202,,0.789448,12,12.0,12.0,
A-0002,A-0002-3M - Campo Acuatempa,2024-01-01,0.303185,0.293939,0.32576,,0.637532,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2023-12-01,0.326563,0.29993,0.332399,,0.676627,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2023-11-01,0.316361,0.27299,0.302543,,0.661342,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2023-10-01,0.345855,0.298228,0.330513,,0.704304,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2023-09-01,0.334654,0.288127,0.319318,,0.706715,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2023-08-01,0.30798,0.268805,0.294343,,0.710749,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2023-07-01,0.320262,0.279458,0.306009,,0.726476,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2023-06-01,0.335461,0.293238,0.321098,,0.745092,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2023-05-01,0.343861,0.302431,0.331165,,0.757719,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2023-04-01,0.321778,0.284253,0.311259,,0.711773,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2023-03-01,0.323206,0.283221,0.310129,,0.694534,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2023-02-01,0.29771,0.26346,0.288491,,0.679673,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2023-01-01,0.29858,0.261175,0.285988,,0.653782,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2022-12-01,0.282402,0.250018,0.273771,,0.629816,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2022-11-01,0.281161,0.241212,0.264129,,0.58908,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2022-10-01,0.297028,0.255015,0.279243,,0.586485,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2022-09-01,0.325449,0.282902,0.308743,,0.589463,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2022-08-01,0.32094,0.27766,0.303022,,0.559347,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2022-07-01,0.30051,0.261775,0.285687,,0.503423,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2022-06-01,0.315703,0.278967,0.30445,,0.495521,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2022-05-01,0.336239,0.306583,0.334588,,0.623529,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2022-04-01,0.341198,0.311002,0.339411,,0.637203,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2022-03-01,0.313705,0.276511,0.307149,,0.620165,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2022-02-01,0.325108,0.286503,0.318248,,0.65807,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2022-01-01,0.350664,0.311518,0.346034,,0.753042,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2021-12-01,0.349531,0.311243,0.345729,,0.754179,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2021-11-01,0.322383,0.278138,0.308956,,0.705348,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2021-10-01,0.306414,0.263341,0.292519,,0.661947,9,9.0,9.0,
A-0002,A-0002-3M - Campo Acuatempa,2021-09-01,0.300348,0.262781,0.291897,,0.660087,9,9.0,9.0,
A-0002,A-0002-3M - Campo Acuatempa,2021-08-01,0.261903,0.225766,0.251784,,0.549187,9,9.0,9.0,
A-0002,A-0002-3M - Campo Acuatempa,2021-07-01,0.332766,0.286403,0.31941,,0.676179,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2021-06-01,0.35271,0.323103,0.36034,,0.649307,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2021-05-01,0.322412,0.294769,0.32874,,0.603689,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2021-04-01,0.35822,0.323786,0.360973,,0.633639,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2021-03-01,0.318262,0.25699,0.286505,,0.571921,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2021-02-01,0.312144,0.242644,0.270512,,0.530061,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2021-01-01,0.267187,0.190118,0.210132,,0.476142,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2020-12-01,0.290512,0.202937,0.224301,,0.470592,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2020-11-01,0.327682,0.230255,0.254495,,0.43501,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2020-10-01,0.300208,0.203972,0.225445,,0.370986,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2020-09-01,0.280179,0.212662,0.235049,,0.318622,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2020-08-01,0.250733,0.214381,0.23695,,0.2743,9,9.0,9.0,
A-0002,A-0002-3M - Campo Acuatempa,2020-07-01,0.268981,0.248561,0.274728,,0.317333,9,9.0,9.0,
A-0002,A-0002-3M - Campo Acuatempa,2020-06-01,0.213736,0.207019,0.228813,,0.249448,9,9.0,9.0,
A-0002,A-0002-3M - Campo Acuatempa,2020-05-01,0.181505,0.181439,0.20054,,0.185878,9,9.0,9.0,
A-0002,A-0002-3M - Campo Acuatempa,2020-04-01,0.199186,0.19613,0.216777,,0.201781,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2020-03-01,0.253796,0.249051,0.27527,,0.256031,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2020-02-01,0.334131,0.330601,0.365404,,0.285609,9,9.0,9.0,
A-0002,A-0002-3M - Campo Acuatempa,2020-01-01,0.385498,0.390366,0.431461,,0.328106,9,9.0,9.0,
A-0002,A-0002-3M - Campo Acuatempa,2019-12-01,0.406597,0.410755,0.453997,,0.423113,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2019-11-01,0.409669,0.419241,0.463377,,0.428193,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2019-10-01,0.438738,0.443563,0.490259,,0.452895,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2019-09-01,0.454213,0.442114,0.488657,,0.492706,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2019-08-01,0.453967,0.447111,0.49418,,0.486786,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2019-07-01,0.485696,0.65036,0.717504,,0.464273,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2019-06-01,0.407465,0.525204,0.579427,,0.397166,11,11.0,11.0,
A-0002,A-0002-3M - Campo Acuatempa,2019-05-01,0.444623,0.56397,0.622196,,0.363648,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2019-04-01,0.469962,0.532324,0.587282,,0.401105,9,9.0,9.0,
A-0002,A-0002-3M - Campo Acuatempa,2019-03-01,0.442578,0.511991,0.56485,,0.483882,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2019-02-01,0.443652,0.481507,0.531218,,0.495655,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2019-01-01,0.461738,0.470414,0.540443,,0.644523,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2018-12-01,0.466947,0.673968,0.774301,,0.651073,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2018-11-01,0.467719,0.700835,0.805167,,0.65187,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2018-10-01,0.468346,0.701777,0.80625,,0.652747,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2018-09-01,0.462468,0.697095,0.80087,,0.637155,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2018-08-01,0.503573,0.756296,0.868884,,0.67873,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2018-07-01,0.45528,0.710564,0.816344,,0.682256,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2018-06-01,0.450079,0.702335,0.806891,,0.518219,10,10.0,10.0,
A-0002,A-0002-3M - Campo Acuatempa,2018-05-01,0.425952,0.658373,0.756384,,0.487971,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2018-04-01,0.334152,0.41885,0.481204,,0.489514,7,7.0,7.0,
A-0002,A-0002-3M - Campo Acuatempa,2018-03-01,0.313445,0.39578,0.454698,,0.467113,7,7.0,7.0,
A-0002,A-0002-3M - Campo Acuatempa,2018-02-01,0.319199,0.405135,0.465447,,0.501578,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2018-01-01,0.3501,0.454641,0.522322,,0.540664,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2017-12-01,0.367464,0.470402,0.54043,,0.546167,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2017-11-01,0.386921,0.490084,0.563042,,0.547937,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2017-10-01,0.382779,0.484881,0.557064,,0.604569,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2017-09-01,0.363301,0.465,0.534223,,0.601429,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2017-08-01,0.342025,0.42622,0.49848,,0.609137,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2017-07-01,0.312634,0.386663,0.452216,,0.557991,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2017-06-01,0.297174,0.374302,0.437759,,0.460872,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2017-05-01,0.308167,0.362923,0.424452,,0.513877,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2017-04-01,0.326791,0.38337,0.448365,,0.573995,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2017-03-01,0.342975,0.410426,0.480008,,0.579919,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2017-02-01,0.339057,0.438017,0.512276,,0.601338,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2017-01-01,0.28648,0.352141,0.411842,,0.532924,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2016-12-01,0.271844,0.33458,0.391303,,0.408832,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2016-11-01,0.331559,0.403035,0.471364,,0.45254,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2016-10-01,0.328775,0.251864,0.294565,,0.431201,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2016-09-01,0.317147,0.166944,0.195247,,0.402911,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2016-08-01,0.313868,0.165678,0.193767,,0.392644,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2016-07-01,0.33116,0.194216,0.227142,,0.430034,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2016-06-01,0.336446,0.234041,0.273719,,0.453333,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2016-05-01,0.322468,0.311879,0.362124,,0.491361,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2016-04-01,0.322853,0.312093,0.362372,,0.481807,8,8.0,8.0,
A-0002,A-0002-3M - Campo Acuatempa,2016-03-01,0.3179,0.300061,0.348401,,0.472559,7,7.0,7.0,
A-0002,A-0002-3M - Campo Acuatempa,2016-02-01,0.32517,0.302689,0.351453,,0.467497,7,7.0,7.0,
A-0002,A-0002-3M - Campo Acuatempa,2016-01-01,0.345249,0.319357,0.370806,,0.453669,7,7.0,7.0,
A-0003,A-0003-3M - Campo Agave,2025-01-01,,2.558292,2.660447,0.875392,3.013,6,6.0,,6.0
A-0003,A-0003-3M - Campo Agave,2024-12-01,,2.642044,2.74687,0.790471,3.046452,7,7.0,,7.0
A-0003,A-0003-3M - Campo Agave,2024-11-01,,3.037439,3.137212,0.833554,3.6972,7,7.0,,7.0
A-0003,A-0003-3M - Campo Agave,2024-10-01,,3.659483,3.775221,0.88908,3.419903,8,8.0,,8.0
A-0003,A-0003-3M - Campo Agave,2024-09-01,,3.415945,3.525008,0.861377,3.165833,8,8.0,,8.0
A-0003,A-0003-3M - Campo Agave,2024-08-01,,3.329848,3.446873,0.809739,3.242935,6,6.0,,6.0
A-0003,A-0003-3M - Campo Agave,2024-07-01,,3.356568,3.474576,0.765734,3.465935,7,7.0,,7.0
A-0003,A-0003-3M - Campo Agave,2024-06-01,,3.696347,3.822488,0.851222,3.364,6,6.0,,6.0
